#;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost column while still having the string names/comments and the English original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the colour of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;§W = white text;;;;;;;;;;X
##;§Y = orange text;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
ALLIANCE_ENTENTE1948;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;;;X
NPERSONALITY_VON_FALKENHAUSEN;Der Alte Chinese;Der Alte Chinese;Der Alte Chinese;Der Alte Chinese;Der Alte Chinese;Der Alte Chinese;Der Alte Chinese;Der Alte Chinese;;;X
DPERSONALITY_VON_FALKENHAUSEN;An avid sinophile, von Falkenhausen's interest in East Asia was sparked during his participation in the Boxeraufstand and then further developed, as one of the few officers with Japanese language skills, during his posting in Japan from 1910 to 1914. While a skilled staff officer and excellent administrator, it is von Falkenhausen's talents in understanding and navigating the Chinese political realm, and his personal friendships with a wide range of prominent Chinese officers and politicians that keeps the AOG relatively functional.;An avid sinophile, von Falkenhausen's interest in East Asia was sparked during his participation in the Boxeraufstand and then further developed, as one of the few officers with Japanese language skills, during his posting in Japan from 1910 to 1914. While a skilled staff officer and excellent administrator, it is von Falkenhausen's talents in understanding and navigating the Chinese political realm, and his personal friendships with a wide range of prominent Chinese officers and politicians that keeps the AOG relatively functional.;An avid sinophile, von Falkenhausen's interest in East Asia was sparked during his participation in the Boxeraufstand and then further developed, as one of the few officers with Japanese language skills, during his posting in Japan from 1910 to 1914. While a skilled staff officer and excellent administrator, it is von Falkenhausen's talents in understanding and navigating the Chinese political realm, and his personal friendships with a wide range of prominent Chinese officers and politicians that keeps the AOG relatively functional.;An avid sinophile, von Falkenhausen's interest in East Asia was sparked during his participation in the Boxeraufstand and then further developed, as one of the few officers with Japanese language skills, during his posting in Japan from 1910 to 1914. While a skilled staff officer and excellent administrator, it is von Falkenhausen's talents in understanding and navigating the Chinese political realm, and his personal friendships with a wide range of prominent Chinese officers and politicians that keeps the AOG relatively functional.;An avid sinophile, von Falkenhausen's interest in East Asia was sparked during his participation in the Boxeraufstand and then further developed, as one of the few officers with Japanese language skills, during his posting in Japan from 1910 to 1914. While a skilled staff officer and excellent administrator, it is von Falkenhausen's talents in understanding and navigating the Chinese political realm, and his personal friendships with a wide range of prominent Chinese officers and politicians that keeps the AOG relatively functional.;An avid sinophile, von Falkenhausen's interest in East Asia was sparked during his participation in the Boxeraufstand and then further developed, as one of the few officers with Japanese language skills, during his posting in Japan from 1910 to 1914. While a skilled staff officer and excellent administrator, it is von Falkenhausen's talents in understanding and navigating the Chinese political realm, and his personal friendships with a wide range of prominent Chinese officers and politicians that keeps the AOG relatively functional.;An avid sinophile, von Falkenhausen's interest in East Asia was sparked during his participation in the Boxeraufstand and then further developed, as one of the few officers with Japanese language skills, during his posting in Japan from 1910 to 1914. While a skilled staff officer and excellent administrator, it is von Falkenhausen's talents in understanding and navigating the Chinese political realm, and his personal friendships with a wide range of prominent Chinese officers and politicians that keeps the AOG relatively functional.;An avid sinophile, von Falkenhausen's interest in East Asia was sparked during his participation in the Boxeraufstand and then further developed, as one of the few officers with Japanese language skills, during his posting in Japan from 1910 to 1914. While a skilled staff officer and excellent administrator, it is von Falkenhausen's talents in understanding and navigating the Chinese political realm, and his personal friendships with a wide range of prominent Chinese officers and politicians that keeps the AOG relatively functional.;;;X
NPERSONALITY_GRADOV;'Gradov';'Gradov';'Gradov';'Gradov';'Gradov';'Gradov';;'Gradov';;;X
DPERSONALITY_GRADOV;Vaupsas learned from an early age that the 'world around us is unkind to us, that in life, along with good, there is a dark, inexplicable evil', which lead him to develop an early acute sensitivity to any manifestation of injustice. His left-wing views formed before the revolution and after a short stint in the Red Guard his command talents were recognized, which, along with his knowledge of Lithuanian, Polish and Belarusian language, found him engaged in partisan operations in former eastern Poland, leading guerilla and sabotage operations. Vaupsas has a natural talent for working behind enemy lines, performing reconnaissance and sabotage, and developing new guerilla tactics.;Vaupsas learned from an early age that the 'world around us is unkind to us, that in life, along with good, there is a dark, inexplicable evil', which lead him to develop an early acute sensitivity to any manifestation of injustice. His left-wing views formed before the revolution and after a short stint in the Red Guard his command talents were recognized, which, along with his knowledge of Lithuanian, Polish and Belarusian language, found him engaged in partisan operations in former eastern Poland, leading guerilla and sabotage operations. Vaupsas has a natural talent for working behind enemy lines, performing reconnaissance and sabotage, and developing new guerilla tactics.;Vaupsas learned from an early age that the 'world around us is unkind to us, that in life, along with good, there is a dark, inexplicable evil', which lead him to develop an early acute sensitivity to any manifestation of injustice. His left-wing views formed before the revolution and after a short stint in the Red Guard his command talents were recognized, which, along with his knowledge of Lithuanian, Polish and Belarusian language, found him engaged in partisan operations in former eastern Poland, leading guerilla and sabotage operations. Vaupsas has a natural talent for working behind enemy lines, performing reconnaissance and sabotage, and developing new guerilla tactics.;Vaupsas learned from an early age that the 'world around us is unkind to us, that in life, along with good, there is a dark, inexplicable evil', which lead him to develop an early acute sensitivity to any manifestation of injustice. His left-wing views formed before the revolution and after a short stint in the Red Guard his command talents were recognized, which, along with his knowledge of Lithuanian, Polish and Belarusian language, found him engaged in partisan operations in former eastern Poland, leading guerilla and sabotage operations. Vaupsas has a natural talent for working behind enemy lines, performing reconnaissance and sabotage, and developing new guerilla tactics.;Vaupsas learned from an early age that the 'world around us is unkind to us, that in life, along with good, there is a dark, inexplicable evil', which lead him to develop an early acute sensitivity to any manifestation of injustice. His left-wing views formed before the revolution and after a short stint in the Red Guard his command talents were recognized, which, along with his knowledge of Lithuanian, Polish and Belarusian language, found him engaged in partisan operations in former eastern Poland, leading guerilla and sabotage operations. Vaupsas has a natural talent for working behind enemy lines, performing reconnaissance and sabotage, and developing new guerilla tactics.;Vaupsas learned from an early age that the 'world around us is unkind to us, that in life, along with good, there is a dark, inexplicable evil', which lead him to develop an early acute sensitivity to any manifestation of injustice. His left-wing views formed before the revolution and after a short stint in the Red Guard his command talents were recognized, which, along with his knowledge of Lithuanian, Polish and Belarusian language, found him engaged in partisan operations in former eastern Poland, leading guerilla and sabotage operations. Vaupsas has a natural talent for working behind enemy lines, performing reconnaissance and sabotage, and developing new guerilla tactics.;;Vaupsas learned from an early age that the 'world around us is unkind to us, that in life, along with good, there is a dark, inexplicable evil', which lead him to develop an early acute sensitivity to any manifestation of injustice. His left-wing views formed before the revolution and after a short stint in the Red Guard his command talents were recognized, which, along with his knowledge of Lithuanian, Polish and Belarusian language, found him engaged in partisan operations in former eastern Poland, leading guerilla and sabotage operations. Vaupsas has a natural talent for working behind enemy lines, performing reconnaissance and sabotage, and developing new guerilla tactics.;;;X
NPERSONALITY_RAMSAY;'Ramsay';'Ramsay';'Ramsay';'Ramsay';'Ramsay';'Ramsay';;'Ramsay';;;X
DPERSONALITY_RAMSAY;A former right-wing nationalist with a keen interest in history, philosophy and political science, Richard Sorge became disillusioned during his time on the Eastern Front during the Weltkrieg. After studying Marxist and socialist theory and then aquiring a degree in political science, he eventually joined the Spartakusbund after the war. Recruited into the DOI's intelligence department by Wilhelm Zaisser, Sorge's charisma and ability to convincingly don the ideological appearance and expressions of others made him a highly effective operative. That he is a notorious womanizer and heavy drinker just makes him seem all the more genuine.;A former right-wing nationalist with a keen interest in history, philosophy and political science, Richard Sorge became disillusioned during his time on the Eastern Front during the Weltkrieg. After studying Marxist and socialist theory and then aquiring a degree in political science, he eventually joined the Spartakusbund after the war. Recruited into the DOI's intelligence department by Wilhelm Zaisser, Sorge's charisma and ability to convincingly don the ideological appearance and expressions of others made him a highly effective operative. That he is a notorious womanizer and heavy drinker just makes him seem all the more genuine.;A former right-wing nationalist with a keen interest in history, philosophy and political science, Richard Sorge became disillusioned during his time on the Eastern Front during the Weltkrieg. After studying Marxist and socialist theory and then aquiring a degree in political science, he eventually joined the Spartakusbund after the war. Recruited into the DOI's intelligence department by Wilhelm Zaisser, Sorge's charisma and ability to convincingly don the ideological appearance and expressions of others made him a highly effective operative. That he is a notorious womanizer and heavy drinker just makes him seem all the more genuine.;A former right-wing nationalist with a keen interest in history, philosophy and political science, Richard Sorge became disillusioned during his time on the Eastern Front during the Weltkrieg. After studying Marxist and socialist theory and then aquiring a degree in political science, he eventually joined the Spartakusbund after the war. Recruited into the DOI's intelligence department by Wilhelm Zaisser, Sorge's charisma and ability to convincingly don the ideological appearance and expressions of others made him a highly effective operative. That he is a notorious womanizer and heavy drinker just makes him seem all the more genuine.;A former right-wing nationalist with a keen interest in history, philosophy and political science, Richard Sorge became disillusioned during his time on the Eastern Front during the Weltkrieg. After studying Marxist and socialist theory and then aquiring a degree in political science, he eventually joined the Spartakusbund after the war. Recruited into the DOI's intelligence department by Wilhelm Zaisser, Sorge's charisma and ability to convincingly don the ideological appearance and expressions of others made him a highly effective operative. That he is a notorious womanizer and heavy drinker just makes him seem all the more genuine.;A former right-wing nationalist with a keen interest in history, philosophy and political science, Richard Sorge became disillusioned during his time on the Eastern Front during the Weltkrieg. After studying Marxist and socialist theory and then aquiring a degree in political science, he eventually joined the Spartakusbund after the war. Recruited into the DOI's intelligence department by Wilhelm Zaisser, Sorge's charisma and ability to convincingly don the ideological appearance and expressions of others made him a highly effective operative. That he is a notorious womanizer and heavy drinker just makes him seem all the more genuine.;;A former right-wing nationalist with a keen interest in history, philosophy and political science, Richard Sorge became disillusioned during his time on the Eastern Front during the Weltkrieg. After studying Marxist and socialist theory and then aquiring a degree in political science, he eventually joined the Spartakusbund after the war. Recruited into the DOI's intelligence department by Wilhelm Zaisser, Sorge's charisma and ability to convincingly don the ideological appearance and expressions of others made him a highly effective operative. That he is a notorious womanizer and heavy drinker just makes him seem all the more genuine.;;;X
NPERSONALITY_BIASED_ENGINEER_SOLDIER;Biased Engineer-Soldier;Biased Engineer-Soldier;Biased Engineer-Soldier;Biased Engineer-Soldier;Biased Engineer-Soldier;Biased Engineer-Soldier;;Biased Engineer-Soldier;;;X
DPERSONALITY_BIASED_ENGINEER_SOLDIER;While his parents strongly identified with the British Empire, McNaughton held to a form of Scottish-Canadian nationalistic identity while retaining high regard for the British people. A gifted engineer, at McGill University he earned a degree in physics and then electrical engineering in 1912. Joining the nonpermanent militia in 1909, McNaughton's scientific approach to gunnery principles during The Great War earned him accolades and promotions and he quickly became acting brigadier of the entire heavy artillery and counter-battery forces of the Canadian Corps in 1918. Rising to deputy chief of the general staff in 1922, his intense interest in new technology and of artillery, engineering and armour was marred by his neglect of modern infantry doctrine and new practical tactical realities. A forceful and, at times, domineering figure, McNaughton's opposition to syndicalism makes him one of the leading supporters of the British Exiles in the Canadian military.;While his parents strongly identified with the British Empire, McNaughton held to a form of Scottish-Canadian nationalistic identity while retaining high regard for the British people. A gifted engineer, at McGill University he earned a degree in physics and then electrical engineering in 1912. Joining the nonpermanent militia in 1909, McNaughton's scientific approach to gunnery principles during The Great War earned him accolades and promotions and he quickly became acting brigadier of the entire heavy artillery and counter-battery forces of the Canadian Corps in 1918. Rising to deputy chief of the general staff in 1922, his intense interest in new technology and of artillery, engineering and armour was marred by his neglect of modern infantry doctrine and new practical tactical realities. A forceful and, at times, domineering figure, McNaughton's opposition to syndicalism makes him one of the leading supporters of the British Exiles in the Canadian military.;While his parents strongly identified with the British Empire, McNaughton held to a form of Scottish-Canadian nationalistic identity while retaining high regard for the British people. A gifted engineer, at McGill University he earned a degree in physics and then electrical engineering in 1912. Joining the nonpermanent militia in 1909, McNaughton's scientific approach to gunnery principles during The Great War earned him accolades and promotions and he quickly became acting brigadier of the entire heavy artillery and counter-battery forces of the Canadian Corps in 1918. Rising to deputy chief of the general staff in 1922, his intense interest in new technology and of artillery, engineering and armour was marred by his neglect of modern infantry doctrine and new practical tactical realities. A forceful and, at times, domineering figure, McNaughton's opposition to syndicalism makes him one of the leading supporters of the British Exiles in the Canadian military.;While his parents strongly identified with the British Empire, McNaughton held to a form of Scottish-Canadian nationalistic identity while retaining high regard for the British people. A gifted engineer, at McGill University he earned a degree in physics and then electrical engineering in 1912. Joining the nonpermanent militia in 1909, McNaughton's scientific approach to gunnery principles during The Great War earned him accolades and promotions and he quickly became acting brigadier of the entire heavy artillery and counter-battery forces of the Canadian Corps in 1918. Rising to deputy chief of the general staff in 1922, his intense interest in new technology and of artillery, engineering and armour was marred by his neglect of modern infantry doctrine and new practical tactical realities. A forceful and, at times, domineering figure, McNaughton's opposition to syndicalism makes him one of the leading supporters of the British Exiles in the Canadian military.;While his parents strongly identified with the British Empire, McNaughton held to a form of Scottish-Canadian nationalistic identity while retaining high regard for the British people. A gifted engineer, at McGill University he earned a degree in physics and then electrical engineering in 1912. Joining the nonpermanent militia in 1909, McNaughton's scientific approach to gunnery principles during The Great War earned him accolades and promotions and he quickly became acting brigadier of the entire heavy artillery and counter-battery forces of the Canadian Corps in 1918. Rising to deputy chief of the general staff in 1922, his intense interest in new technology and of artillery, engineering and armour was marred by his neglect of modern infantry doctrine and new practical tactical realities. A forceful and, at times, domineering figure, McNaughton's opposition to syndicalism makes him one of the leading supporters of the British Exiles in the Canadian military.;While his parents strongly identified with the British Empire, McNaughton held to a form of Scottish-Canadian nationalistic identity while retaining high regard for the British people. A gifted engineer, at McGill University he earned a degree in physics and then electrical engineering in 1912. Joining the nonpermanent militia in 1909, McNaughton's scientific approach to gunnery principles during The Great War earned him accolades and promotions and he quickly became acting brigadier of the entire heavy artillery and counter-battery forces of the Canadian Corps in 1918. Rising to deputy chief of the general staff in 1922, his intense interest in new technology and of artillery, engineering and armour was marred by his neglect of modern infantry doctrine and new practical tactical realities. A forceful and, at times, domineering figure, McNaughton's opposition to syndicalism makes him one of the leading supporters of the British Exiles in the Canadian military.;;While his parents strongly identified with the British Empire, McNaughton held to a form of Scottish-Canadian nationalistic identity while retaining high regard for the British people. A gifted engineer, at McGill University he earned a degree in physics and then electrical engineering in 1912. Joining the nonpermanent militia in 1909, McNaughton's scientific approach to gunnery principles during The Great War earned him accolades and promotions and he quickly became acting brigadier of the entire heavy artillery and counter-battery forces of the Canadian Corps in 1918. Rising to deputy chief of the general staff in 1922, his intense interest in new technology and of artillery, engineering and armour was marred by his neglect of modern infantry doctrine and new practical tactical realities. A forceful and, at times, domineering figure, McNaughton's opposition to syndicalism makes him one of the leading supporters of the British Exiles in the Canadian military.;;;X
NPERSONALITY_VATICAN_BANKER;The Vatican's Investment Banker;The Vatican's Investment Banker;The Vatican's Investment Banker;The Vatican's Investment Banker;The Vatican's Investment Banker;The Vatican's Investment Banker;;The Vatican's Investment Banker;;;X
DPERSONALITY_VATICAN_BANKER;Trained as an engineer, Nogara first managed mining projects and then worked his way up to the position of vice-president of Banca Commerciale Italiana. He had brief contact with the Vatican in 1914, purchasing bonds for Pope Benedict XV, but it was in 1929 when Pope Pius XI appointed Nogara to director of the Amministrazione Speciale della Santa Sede that he really was able to influence the Vatican's finances. Nogara's acceptance of Pius XI's appointment did come with one condition: that he would not 'be restricted by religious or doctrinal considerations'.;Trained as an engineer, Nogara first managed mining projects and then worked his way up to the position of vice-president of Banca Commerciale Italiana. He had brief contact with the Vatican in 1914, purchasing bonds for Pope Benedict XV, but it was in 1929 when Pope Pius XI appointed Nogara to director of the Amministrazione Speciale della Santa Sede that he really was able to influence the Vatican's finances. Nogara's acceptance of Pius XI's appointment did come with one condition: that he would not 'be restricted by religious or doctrinal considerations'.;Trained as an engineer, Nogara first managed mining projects and then worked his way up to the position of vice-president of Banca Commerciale Italiana. He had brief contact with the Vatican in 1914, purchasing bonds for Pope Benedict XV, but it was in 1929 when Pope Pius XI appointed Nogara to director of the Amministrazione Speciale della Santa Sede that he really was able to influence the Vatican's finances. Nogara's acceptance of Pius XI's appointment did come with one condition: that he would not 'be restricted by religious or doctrinal considerations'.;Trained as an engineer, Nogara first managed mining projects and then worked his way up to the position of vice-president of Banca Commerciale Italiana. He had brief contact with the Vatican in 1914, purchasing bonds for Pope Benedict XV, but it was in 1929 when Pope Pius XI appointed Nogara to director of the Amministrazione Speciale della Santa Sede that he really was able to influence the Vatican's finances. Nogara's acceptance of Pius XI's appointment did come with one condition: that he would not 'be restricted by religious or doctrinal considerations'.;Trained as an engineer, Nogara first managed mining projects and then worked his way up to the position of vice-president of Banca Commerciale Italiana. He had brief contact with the Vatican in 1914, purchasing bonds for Pope Benedict XV, but it was in 1929 when Pope Pius XI appointed Nogara to director of the Amministrazione Speciale della Santa Sede that he really was able to influence the Vatican's finances. Nogara's acceptance of Pius XI's appointment did come with one condition: that he would not 'be restricted by religious or doctrinal considerations'.;Trained as an engineer, Nogara first managed mining projects and then worked his way up to the position of vice-president of Banca Commerciale Italiana. He had brief contact with the Vatican in 1914, purchasing bonds for Pope Benedict XV, but it was in 1929 when Pope Pius XI appointed Nogara to director of the Amministrazione Speciale della Santa Sede that he really was able to influence the Vatican's finances. Nogara's acceptance of Pius XI's appointment did come with one condition: that he would not 'be restricted by religious or doctrinal considerations'.;;Trained as an engineer, Nogara first managed mining projects and then worked his way up to the position of vice-president of Banca Commerciale Italiana. He had brief contact with the Vatican in 1914, purchasing bonds for Pope Benedict XV, but it was in 1929 when Pope Pius XI appointed Nogara to director of the Amministrazione Speciale della Santa Sede that he really was able to influence the Vatican's finances. Nogara's acceptance of Pius XI's appointment did come with one condition: that he would not 'be restricted by religious or doctrinal considerations'.;;;X
NPERSONALITY_TANG_JIYAO;The Master of the Eastern Continent;The Master of the Eastern Continent;The Master of the Eastern Continent;The Master of the Eastern Continent;The Master of the Eastern Continent;The Master of the Eastern Continent;;The Master of the Eastern Continent;;;X
