##;ENG;FRA;ITA;SPA;GER;POL;;;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);;;;;x
PROV2268;South Cape Verde Plain;South Cape Verde Plain;South Cape Verde Plain;South Cape Verde Plain;South Cape Verde Plain;South Cape Verde Plain;;;;;X
PROV2269;North Cape Verde Plain;North Cape Verde Plain;North Cape Verde Plain;North Cape Verde Plain;North Cape Verde Plain;North Cape Verde Plain;;;;;X
PROV2270;Northern South-Central Mid-Atlantic Ridge;Northern South-Central Mid-Atlantic Ridge;Northern South-Central Mid-Atlantic Ridge;Northern South-Central Mid-Atlantic Ridge;Northern South-Central Mid-Atlantic Ridge;Northern South-Central Mid-Atlantic Ridge;;;;;X
PROV2271;Para Plain;Para Plain;Para Plain;Para Plain;Para Plain;Para Plain;;;;;X
PROV2272;St Peter and St Paul Archipelago;St Peter and St Paul Archipelago;St Peter and St Paul Archipelago;St Peter and St Paul Archipelago;St Peter and St Paul Archipelago;St Peter and St Paul Archipelago;;;;;X
PROV2273;Pernambuco Plain;Pernambuco Plain;Pernambuco Plain;Pernambuco Plain;Pernambuco Plain;Pernambuco Plain;;;;;X
PROV2274;Demeraso Plain;Demeraso Plain;Demeraso Plain;Demeraso Plain;Demeraso Plain;Demeraso Plain;;;;;X
PROV2275;Southern Central Mid-Atlantic Ridge;Southern Central Mid-Atlantic Ridge;Southern Central Mid-Atlantic Ridge;Southern Central Mid-Atlantic Ridge;Southern Central Mid-Atlantic Ridge;Southern Central Mid-Atlantic Ridge;;;;;X
PROV2276;Northern Central Mid-Atlantic Ridge;Northern Central Mid-Atlantic Ridge;Northern Central Mid-Atlantic Ridge;Northern Central Mid-Atlantic Ridge;Northern Central Mid-Atlantic Ridge;Northern Central Mid-Atlantic Ridge;;;;;X
PROV2277;Cape Bolador;Cape Bolador;Cape Bolador;Cape Bolador;Cape Bolador;Cape Bolador;;;;;X
PROV2278;Gulf of Cadiz;Gulf of Cadiz;Gulf of Cadiz;Gulf of Cadiz;Gulf of Cadiz;Gulf of Cadiz;;;;;X
PROV2279;Coast of Morocco;Coast of Morocco;Coast of Morocco;Coast of Morocco;Coast of Morocco;Coast of Morocco;;;;;X
PROV2280;Madeira Plain;Madeira Plain;Madeira Plain;Madeira Plain;Madeira Plain;Madeira Plain;;;;;X
PROV2281;Faro Canyon;Faro Canyon;Faro Canyon;Faro Canyon;Faro Canyon;Faro Canyon;;;;;X
PROV2282;South Iberian Plain;South Iberian Plain;South Iberian Plain;South Iberian Plain;South Iberian Plain;South Iberian Plain;;;;;X
PROV2283;Bay of Setubal;Bay of Setubal;Bay of Setubal;Bay of Setubal;Bay of Setubal;Bay of Setubal;;;;;X
PROV2284;North Iberian Plain;North Iberian Plain;North Iberian Plain;North Iberian Plain;North Iberian Plain;North Iberian Plain;;;;;X
PROV2285;Cap Finisterre;Cap Finisterre;Cap Finisterre;Cap Finisterre;Cap Finisterre;Cap Finisterre;;;;;X
PROV2286;Madeira Island;Madeira Island;Madeira Island;Madeira Island;Madeira Island;Madeira Island;;;;;X
PROV2287;Terceira Rift;Terceira Rift;Terceira Rift;Terceira Rift;Terceira Rift;Terceira Rift;;;;;X
PROV2288;Azores Platform;Azores Platform;Azores Platform;Azores Platform;Azores Platform;Azores Platform;;;;;X
PROV2289;Falkland Plateau;Falkland Plateau;Falkland Plateau;Falkland Plateau;Falkland Plateau;Falkland Plateau;;;;;X
PROV2290;West South Sandwich Trench;West South Sandwich Trench;West South Sandwich Trench;West South Sandwich Trench;West South Sandwich Trench;West South Sandwich Trench;;;;;X
PROV2291;Southeast Argentine Plain;Southeast Argentine Plain;Southeast Argentine Plain;Southeast Argentine Plain;Southeast Argentine Plain;Southeast Argentine Plain;;;;;X
PROV2292;Rio Grande Fracture Zone;Rio Grande Fracture Zone;Rio Grande Fracture Zone;Rio Grande Fracture Zone;Rio Grande Fracture Zone;Rio Grande Fracture Zone;;;;;X
PROV2293;Rio Grande Plateau;Rio Grande Plateau;Rio Grande Plateau;Rio Grande Plateau;Rio Grande Plateau;Rio Grande Plateau;;;;;X
PROV2294;Trindade Island;Trindade Island;Trindade Island;Trindade Island;Trindade Island;Trindade Island;;;;;X
PROV2295;Rio de la Plata;Rio de la Plata;Rio de la Plata;Rio de la Plata;Rio de la Plata;Rio de la Plata;;;;;X
PROV2296;Magellan Straits;Magellan Straits;Magellan Straits;Magellan Straits;Magellan Straits;Magellan Straits;;;;;X
PROV2297;Scotia Sea;Scotia Sea;Scotia Sea;Scotia Sea;Scotia Sea;Scotia Sea;;;;;X
PROV2298;Argentine Basin;Argentine Basin;Argentine Basin;Argentine Basin;Argentine Basin;Argentine Basin;;;;;X
PROV2299;Laguna dos Patos;Laguna dos Patos;Laguna dos Patos;Laguna dos Patos;Laguna dos Patos;Laguna dos Patos;;;;;X
PROV2300;Cape Frio;Cape Frio;Cape Frio;Cape Frio;Cape Frio;Cape Frio;;;;;X
PROV2301;Santos Plateau;Santos Plateau;Santos Plateau;Santos Plateau;Santos Plateau;Santos Plateau;;;;;X
PROV2302;Coast of Nordeste;Coast of Nordeste;Coast of Nordeste;Coast of Nordeste;Coast of Nordeste;Coast of Nordeste;;;;;X
PROV2303;Ponta do Caleanhar;Ponta do Caleanhar;Ponta do Caleanhar;Ponta do Caleanhar;Ponta do Caleanhar;Ponta do Caleanhar;;;;;X
PROV2304;Guyana Coast;Guyana Coast;Guyana Coast;Guyana Coast;Guyana Coast;Guyana Coast;;;;;X
PROV2305;Demeraro Plain;Demeraro Plain;Demeraro Plain;Demeraro Plain;Demeraro Plain;Demeraro Plain;;;;;X
PROV2306;Venezuelan Archipelago;Venezuelan Archipelago;Venezuelan Archipelago;Venezuelan Archipelago;Venezuelan Archipelago;Venezuelan Archipelago;;;;;X
PROV2307;Windward Islands;Windward Islands;Windward Islands;Windward Islands;Windward Islands;Windward Islands;;;;;X
PROV2308;Northern Guiana Basin;Northern Guiana Basin;Northern Guiana Basin;Northern Guiana Basin;Northern Guiana Basin;Northern Guiana Basin;;;;;X
PROV2309;Puerto Rico Trench;Puerto Rico Trench;Puerto Rico Trench;Puerto Rico Trench;Puerto Rico Trench;Puerto Rico Trench;;;;;X
PROV2310;Nares Plain;Nares Plain;Nares Plain;Nares Plain;Nares Plain;Nares Plain;;;;;X
PROV2311;Bermuda Plateau;Bermuda Plateau;Bermuda Plateau;Bermuda Plateau;Bermuda Plateau;Bermuda Plateau;;;;;X
PROV2312;Grassy Bay;Grassy Bay;Grassy Bay;Grassy Bay;Grassy Bay;Grassy Bay;;;;;X
PROV2313;Sohm Plain;Sohm Plain;Sohm Plain;Sohm Plain;Sohm Plain;Sohm Plain;;;;;X
PROV2314;Sargasso Sea;Sargasso Sea;Sargasso Sea;Sargasso Sea;Sargasso Sea;Sargasso Sea;;;;;X
PROV2315;Blake Plateau;Blake Plateau;Blake Plateau;Blake Plateau;Blake Plateau;Blake Plateau;;;;;X
PROV2316;Florida Coast;Florida Coast;Florida Coast;Florida Coast;Florida Coast;Florida Coast;;;;;X
PROV2317;Leeward Islands;Leeward Islands;Leeward Islands;Leeward Islands;Leeward Islands;Leeward Islands;;;;;X
PROV2318;Bermuda Rise;Bermuda Rise;Bermuda Rise;Bermuda Rise;Bermuda Rise;Bermuda Rise;;;;;X
PROV2319;South Hatteras Plain;South Hatteras Plain;South Hatteras Plain;South Hatteras Plain;South Hatteras Plain;South Hatteras Plain;;;;;X
PROV2320;Bahamas Archipelago;Bahamas Archipelago;Bahamas Archipelago;Bahamas Archipelago;Bahamas Archipelago;Bahamas Archipelago;;;;;X
PROV2321;Chesapeake Bay;Chesapeake Bay;Chesapeake Bay;Chesapeake Bay;Chesapeake Bay;Chesapeake Bay;;;;;X
PROV2322;Northern Hatteras Plain;Northern Hatteras Plain;Northern Hatteras Plain;Northern Hatteras Plain;Northern Hatteras Plain;Northern Hatteras Plain;;;;;X
PROV2323;Coast of Long Island;Coast of Long Island;Coast of Long Island;Coast of Long Island;Coast of Long Island;Coast of Long Island;;;;;X
PROV2324;Gulf of St. Lawrence;Gulf of St. Lawrence;Gulf of St. Lawrence;Gulf of St. Lawrence;Gulf of St. Lawrence;Gulf of St. Lawrence;;;;;X
PROV2325;Bay of Fundy;Bay of Fundy;Bay of Fundy;Bay of Fundy;Bay of Fundy;Bay of Fundy;;;;;X
PROV2326;Coast of Nova Scotia;Coast of Nova Scotia;Coast of Nova Scotia;Coast of Nova Scotia;Coast of Nova Scotia;Coast of Nova Scotia;;;;;X
PROV2327;Gulf of Maine;Gulf of Maine;Gulf of Maine;Gulf of Maine;Gulf of Maine;Gulf of Maine;;;;;X
PROV2328;East Bermuda;East Bermuda;East Bermuda;East Bermuda;East Bermuda;East Bermuda;;;;;X
PROV2329;Grand Banks;Grand Banks;Grand Banks;Grand Banks;Grand Banks;Grand Banks;;;;;X
PROV2330;Corner Spearmounts;Corner Spearmounts;Corner Spearmounts;Corner Spearmounts;Corner Spearmounts;Corner Spearmounts;;;;;X
PROV2331;Southern North Mid-Atlantic Sea Ridge;Southern North Mid-Atlantic Sea Ridge;Southern North Mid-Atlantic Sea Ridge;Southern North Mid-Atlantic Sea Ridge;Southern North Mid-Atlantic Sea Ridge;Southern North Mid-Atlantic Sea Ridge;;;;;X
PROV2332;Mid-Ocean Canyon;Mid-Ocean Canyon;Mid-Ocean Canyon;Mid-Ocean Canyon;Mid-Ocean Canyon;Mid-Ocean Canyon;;;;;X
PROV2333;Flemish Cap;Flemish Cap;Flemish Cap;Flemish Cap;Flemish Cap;Flemish Cap;;;;;X
PROV2334;Cape Race;Cape Race;Cape Race;Cape Race;Cape Race;Cape Race;;;;;X
PROV2335;Newfoundland Plain;Newfoundland Plain;Newfoundland Plain;Newfoundland Plain;Newfoundland Plain;Newfoundland Plain;;;;;X
PROV2336;Apalachee Bay;Apalachee Bay;Apalachee Bay;Apalachee Bay;Apalachee Bay;Apalachee Bay;;;;;X
PROV2337;Florida Straits;Florida Straits;Florida Straits;Florida Straits;Florida Straits;Florida Straits;;;;;X
PROV2338;Louisiana Coast;Louisiana Coast;Louisiana Coast;Louisiana Coast;Louisiana Coast;Louisiana Coast;;;;;X
PROV2339;Yucatan Coast;Yucatan Coast;Yucatan Coast;Yucatan Coast;Yucatan Coast;Yucatan Coast;;;;;X
PROV2340;Gulf of Mexico;Gulf of Mexico;Gulf of Mexico;Gulf of Mexico;Gulf of Mexico;Gulf of Mexico;;;;;X
PROV2341;Gulf of Campeche;Gulf of Campeche;Gulf of Campeche;Gulf of Campeche;Gulf of Campeche;Gulf of Campeche;;;;;X
PROV2342;Gulf of Honduras;Gulf of Honduras;Gulf of Honduras;Gulf of Honduras;Gulf of Honduras;Gulf of Honduras;;;;;X
PROV2343;Yucatan Channel;Yucatan Channel;Yucatan Channel;Yucatan Channel;Yucatan Channel;Yucatan Channel;;;;;X
PROV2344;Mosquito Coast;Mosquito Coast;Mosquito Coast;Mosquito Coast;Mosquito Coast;Mosquito Coast;;;;;X
PROV2345;Gulf of Mosquitoes;Gulf of Mosquitoes;Gulf of Mosquitoes;Gulf of Mosquitoes;Gulf of Mosquitoes;Gulf of Mosquitoes;;;;;X
PROV2346;Jamaica Channel;Jamaica Channel;Jamaica Channel;Jamaica Channel;Jamaica Channel;Jamaica Channel;;;;;X
PROV2347;Caribbean Sea;Caribbean Sea;Caribbean Sea;Caribbean Sea;Caribbean Sea;Caribbean Sea;;;;;X
PROV2348;Gulf of Venezuela;Gulf of Venezuela;Gulf of Venezuela;Gulf of Venezuela;Gulf of Venezuela;Gulf of Venezuela;;;;;X
PROV2349;Gulf of Darien;Gulf of Darien;Gulf of Darien;Gulf of Darien;Gulf of Darien;Gulf of Darien;;;;;X
PROV2350;Gulf of Tehuantepec;Gulf of Tehuantepec;Gulf of Tehuantepec;Gulf of Tehuantepec;Gulf of Tehuantepec;Gulf of Tehuantepec;;;;;X
PROV2351;Guatemala Basin;Guatemala Basin;Guatemala Basin;Guatemala Basin;Guatemala Basin;Guatemala Basin;;;;;X
PROV2352;Panama Basin;Panama Basin;Panama Basin;Panama Basin;Panama Basin;Panama Basin;;;;;X
PROV2353;Gulf of Panama;Gulf of Panama;Gulf of Panama;Gulf of Panama;Gulf of Panama;Gulf of Panama;;;;;X
PROV2354;Coast of Colombia;Coast of Colombia;Coast of Colombia;Coast of Colombia;Coast of Colombia;Coast of Colombia;;;;;X
PROV2355;Peruvian Coast;Peruvian Coast;Peruvian Coast;Peruvian Coast;Peruvian Coast;Peruvian Coast;;;;;X
PROV2356;Peru Basin;Peru Basin;Peru Basin;Peru Basin;Peru Basin;Peru Basin;;;;;X
PROV2357;Chile Rise;Chile Rise;Chile Rise;Chile Rise;Chile Rise;Chile Rise;;;;;X
PROV2358;Atacama Trench;Atacama Trench;Atacama Trench;Atacama Trench;Atacama Trench;Atacama Trench;;;;;X
PROV2359;South Chilean Coast;South Chilean Coast;South Chilean Coast;South Chilean Coast;South Chilean Coast;South Chilean Coast;;;;;X
PROV2360;Nazca Ridge;Nazca Ridge;Nazca Ridge;Nazca Ridge;Nazca Ridge;Nazca Ridge;;;;;X
PROV2361;Chile Basin;Chile Basin;Chile Basin;Chile Basin;Chile Basin;Chile Basin;;;;;X
PROV2362;East Eltanin Fracture Zone;East Eltanin Fracture Zone;East Eltanin Fracture Zone;East Eltanin Fracture Zone;East Eltanin Fracture Zone;East Eltanin Fracture Zone;;;;;X
PROV2363;Northwest Humboldt Plain;Northwest Humboldt Plain;Northwest Humboldt Plain;Northwest Humboldt Plain;Northwest Humboldt Plain;Northwest Humboldt Plain;;;;;X
PROV2364;South Nazea Ridge;South Nazea Ridge;South Nazea Ridge;South Nazea Ridge;South Nazea Ridge;South Nazea Ridge;;;;;X
PROV2365;West Challenger Fracture Zone;West Challenger Fracture Zone;West Challenger Fracture Zone;West Challenger Fracture Zone;West Challenger Fracture Zone;West Challenger Fracture Zone;;;;;X
PROV2366;Central Challenger Fracture Zone;Central Challenger Fracture Zone;Central Challenger Fracture Zone;Central Challenger Fracture Zone;Central Challenger Fracture Zone;Central Challenger Fracture Zone;;;;;X
PROV2367;East Challenger Fracture Zone;East Challenger Fracture Zone;East Challenger Fracture Zone;East Challenger Fracture Zone;East Challenger Fracture Zone;East Challenger Fracture Zone;;;;;X
PROV2368;Colon Ridge;Colon Ridge;Colon Ridge;Colon Ridge;Colon Ridge;Colon Ridge;;;;;X
PROV2369;Peru Basin;Peru Basin;Peru Basin;Peru Basin;Peru Basin;Peru Basin;;;;;X
PROV2370;East Easter Fracture Zone;East Easter Fracture Zone;East Easter Fracture Zone;East Easter Fracture Zone;East Easter Fracture Zone;East Easter Fracture Zone;;;;;X
PROV2371;East Marquesas Fracture Zone;East Marquesas Fracture Zone;East Marquesas Fracture Zone;East Marquesas Fracture Zone;East Marquesas Fracture Zone;East Marquesas Fracture Zone;;;;;X
PROV2372;Central Marquesas Fracture Zone;Central Marquesas Fracture Zone;Central Marquesas Fracture Zone;Central Marquesas Fracture Zone;Central Marquesas Fracture Zone;Central Marquesas Fracture Zone;;;;;X
PROV2373;West Marquesas Fracture Zone;West Marquesas Fracture Zone;West Marquesas Fracture Zone;West Marquesas Fracture Zone;West Marquesas Fracture Zone;West Marquesas Fracture Zone;;;;;X
PROV2374;Northeast Pacific Basin;Northeast Pacific Basin;Northeast Pacific Basin;Northeast Pacific Basin;Northeast Pacific Basin;Northeast Pacific Basin;;;;;X
PROV2375;Clipperton Fracture Zone;Clipperton Fracture Zone;Clipperton Fracture Zone;Clipperton Fracture Zone;Clipperton Fracture Zone;Clipperton Fracture Zone;;;;;X
PROV2376;West Clipperton Fracture Zone;West Clipperton Fracture Zone;West Clipperton Fracture Zone;West Clipperton Fracture Zone;West Clipperton Fracture Zone;West Clipperton Fracture Zone;;;;;X
PROV2377;Galapagos Fracture Zone;Galapagos Fracture Zone;Galapagos Fracture Zone;Galapagos Fracture Zone;Galapagos Fracture Zone;Galapagos Fracture Zone;;;;;X
PROV2378;Eastern Pacific Plateau;Eastern Pacific Plateau;Eastern Pacific Plateau;Eastern Pacific Plateau;Eastern Pacific Plateau;Eastern Pacific Plateau;;;;;X
PROV2379;Mendocino Fracture Zone;Mendocino Fracture Zone;Mendocino Fracture Zone;Mendocino Fracture Zone;Mendocino Fracture Zone;Mendocino Fracture Zone;;;;;X
PROV2380;Clarion Fracture Zone;Clarion Fracture Zone;Clarion Fracture Zone;Clarion Fracture Zone;Clarion Fracture Zone;Clarion Fracture Zone;;;;;X
PROV2381;East Menocino Fracture Zone;East Menocino Fracture Zone;East Menocino Fracture Zone;East Menocino Fracture Zone;East Menocino Fracture Zone;East Menocino Fracture Zone;;;;;X
PROV2382;Molokai Fracture Zone;Molokai Fracture Zone;Molokai Fracture Zone;Molokai Fracture Zone;Molokai Fracture Zone;Molokai Fracture Zone;;;;;X
PROV2383;Kahuku Point;Kahuku Point;Kahuku Point;Kahuku Point;Kahuku Point;Kahuku Point;;;;;X
PROV2384;Gulf of California;Gulf of California;Gulf of California;Gulf of California;Gulf of California;Gulf of California;;;;;X
PROV2385;Mexican Pacific Coast;Mexican Pacific Coast;Mexican Pacific Coast;Mexican Pacific Coast;Mexican Pacific Coast;Mexican Pacific Coast;;;;;X
PROV2386;Alijos Rocks;Alijos Rocks;Alijos Rocks;Alijos Rocks;Alijos Rocks;Alijos Rocks;;;;;X
PROV2387;Middle America Trench;Middle America Trench;Middle America Trench;Middle America Trench;Middle America Trench;Middle America Trench;;;;;X
PROV2388;Oregon Coast;Oregon Coast;Oregon Coast;Oregon Coast;Oregon Coast;Oregon Coast;;;;;X
PROV2389;California Coast;California Coast;California Coast;California Coast;California Coast;California Coast;;;;;X
PROV2390;Juan de Fuca Ridge;Juan de Fuca Ridge;Juan de Fuca Ridge;Juan de Fuca Ridge;Juan de Fuca Ridge;Juan de Fuca Ridge;;;;;X
PROV2391;Patton Escarpment;Patton Escarpment;Patton Escarpment;Patton Escarpment;Patton Escarpment;Patton Escarpment;;;;;X
PROV2392;Alexander Archipelago;Alexander Archipelago;Alexander Archipelago;Alexander Archipelago;Alexander Archipelago;Alexander Archipelago;;;;;X
PROV2393;Cascadia Basin;Cascadia Basin;Cascadia Basin;Cascadia Basin;Cascadia Basin;Cascadia Basin;;;;;X
PROV2394;Alaskan Coast;Alaskan Coast;Alaskan Coast;Alaskan Coast;Alaskan Coast;Alaskan Coast;;;;;X
PROV2395;Aleutian Trench;Aleutian Trench;Aleutian Trench;Aleutian Trench;Aleutian Trench;Aleutian Trench;;;;;X
PROV2396;Aleutian Archipelago;Aleutian Archipelago;Aleutian Archipelago;Aleutian Archipelago;Aleutian Archipelago;Aleutian Archipelago;;;;;X
PROV2397;Gulf of Alaska;Gulf of Alaska;Gulf of Alaska;Gulf of Alaska;Gulf of Alaska;Gulf of Alaska;;;;;X
PROV2398;Tufts Plain;Tufts Plain;Tufts Plain;Tufts Plain;Tufts Plain;Tufts Plain;;;;;X
PROV2399;Cornstock Seamount;Cornstock Seamount;Cornstock Seamount;Cornstock Seamount;Cornstock Seamount;Cornstock Seamount;;;;;X
PROV2400;North Pacific Basin;North Pacific Basin;North Pacific Basin;North Pacific Basin;North Pacific Basin;North Pacific Basin;;;;;X
PROV2401;West Mendocino Fracture Zone;West Mendocino Fracture Zone;West Mendocino Fracture Zone;West Mendocino Fracture Zone;West Mendocino Fracture Zone;West Mendocino Fracture Zone;;;;;X
PROV2402;Bering Straits;Bering Straits;Bering Straits;Bering Straits;Bering Straits;Bering Straits;;;;;X
PROV2403;Bristol Bay;Bristol Bay;Bristol Bay;Bristol Bay;Bristol Bay;Bristol Bay;;;;;X
PROV2404;Bering Sea;Bering Sea;Bering Sea;Bering Sea;Bering Sea;Bering Sea;;;;;X
PROV2405;Bowers Basin;Bowers Basin;Bowers Basin;Bowers Basin;Bowers Basin;Bowers Basin;;;;;X
PROV2406;Commodore Islands;Commodore Islands;Commodore Islands;Commodore Islands;Commodore Islands;Commodore Islands;;;;;X
PROV2407;East Kamchatka Coast;East Kamchatka Coast;East Kamchatka Coast;East Kamchatka Coast;East Kamchatka Coast;East Kamchatka Coast;;;;;X
PROV2408;Kuril Trench;Kuril Trench;Kuril Trench;Kuril Trench;Kuril Trench;Kuril Trench;;;;;X
PROV2409;Kamchatka Basin;Kamchatka Basin;Kamchatka Basin;Kamchatka Basin;Kamchatka Basin;Kamchatka Basin;;;;;X
PROV2410;Hess Rise;Hess Rise;Hess Rise;Hess Rise;Hess Rise;Hess Rise;;;;;X
PROV2411;Emperor Trough;Emperor Trough;Emperor Trough;Emperor Trough;Emperor Trough;Emperor Trough;;;;;X
PROV2412;Emperor Ridge;Emperor Ridge;Emperor Ridge;Emperor Ridge;Emperor Ridge;Emperor Ridge;;;;;X
PROV2413;Northwest Pacific Basin;Northwest Pacific Basin;Northwest Pacific Basin;Northwest Pacific Basin;Northwest Pacific Basin;Northwest Pacific Basin;;;;;X
PROV2414;Wake Island;Wake Island;Wake Island;Wake Island;Wake Island;Wake Island;;;;;X
PROV2415;Bonin Trench;Bonin Trench;Bonin Trench;Bonin Trench;Bonin Trench;Bonin Trench;;;;;X
PROV2416;Marcus Island;Marcus Island;Marcus Island;Marcus Island;Marcus Island;Marcus Island;;;;;X
PROV2417;Western Mid Pacific Ridges;Western Mid Pacific Ridges;Western Mid Pacific Ridges;Western Mid Pacific Ridges;Western Mid Pacific Ridges;Western Mid Pacific Ridges;;;;;X
PROV2418;West Pacific Ocean;West Pacific Ocean;West Pacific Ocean;West Pacific Ocean;West Pacific Ocean;West Pacific Ocean;;;;;X
PROV2419;Eastern Mid Pacific Ridge;Eastern Mid Pacific Ridge;Eastern Mid Pacific Ridge;Eastern Mid Pacific Ridge;Eastern Mid Pacific Ridge;Eastern Mid Pacific Ridge;;;;;X
PROV2420;Japan Trench;Japan Trench;Japan Trench;Japan Trench;Japan Trench;Japan Trench;;;;;X
PROV2421;Bounty Trough;Bounty Trough;Bounty Trough;Bounty Trough;Bounty Trough;Bounty Trough;;;;;X
PROV2422;Barkert Seamount;Barkert Seamount;Barkert Seamount;Barkert Seamount;Barkert Seamount;Barkert Seamount;;;;;X
PROV2423;West Eltanin Fracture Zone;West Eltanin Fracture Zone;West Eltanin Fracture Zone;West Eltanin Fracture Zone;West Eltanin Fracture Zone;West Eltanin Fracture Zone;;;;;X
PROV2424;Marshall Islands;Marshall Islands;Marshall Islands;Marshall Islands;Marshall Islands;Marshall Islands;;;;;X
PROV2425;Ratak Islands;Ratak Islands;Ratak Islands;Ratak Islands;Ratak Islands;Ratak Islands;;;;;X
PROV2426;East Mariana Basin;East Mariana Basin;East Mariana Basin;East Mariana Basin;East Mariana Basin;East Mariana Basin;;;;;X
PROV2427;East Melanesian Basin;East Melanesian Basin;East Melanesian Basin;East Melanesian Basin;East Melanesian Basin;East Melanesian Basin;;;;;X
PROV2428;West Melanesian Basin;West Melanesian Basin;West Melanesian Basin;West Melanesian Basin;West Melanesian Basin;West Melanesian Basin;;;;;X
PROV2429;Ratik Islands;Ratik Islands;Ratik Islands;Ratik Islands;Ratik Islands;Ratik Islands;;;;;X
PROV2430;Strait of Gibraltar;Strait of Gibraltar;Strait of Gibraltar;Strait of Gibraltar;Strait of Gibraltar;Strait of Gibraltar;;;;;X
PROV2431;Necker Ridge;Necker Ridge;Necker Ridge;Necker Ridge;Necker Ridge;Necker Ridge;;;;;X
PROV2432;Vitiaz Trench;Vitiaz Trench;Vitiaz Trench;Vitiaz Trench;Vitiaz Trench;Vitiaz Trench;;;;;X
PROV2433;Nauru Island;Nauru Island;Nauru Island;Nauru Island;Nauru Island;Nauru Island;;;;;X
PROV2434;Fiji Islands;Fiji Islands;Fiji Islands;Fiji Islands;Fiji Islands;Fiji Islands;;;;;X
PROV2435;Gilbert Islands;Gilbert Islands;Gilbert Islands;Gilbert Islands;Gilbert Islands;Gilbert Islands;;;;;X
PROV2436;Tuvalu Islands;Tuvalu Islands;Tuvalu Islands;Tuvalu Islands;Tuvalu Islands;Tuvalu Islands;;;;;X
PROV2437;Central Gilberts;Central Gilberts;Central Gilberts;Central Gilberts;Central Gilberts;Central Gilberts;;;;;X
PROV2438;Loyalty Islands;Loyalty Islands;Loyalty Islands;Loyalty Islands;Loyalty Islands;Loyalty Islands;;;;;X
PROV2439;Eastern Solomons;Eastern Solomons;Eastern Solomons;Eastern Solomons;Eastern Solomons;Eastern Solomons;;;;;X
PROV2440;Cape St George;Cape St George;Cape St George;Cape St George;Cape St George;Cape St George;;;;;X
PROV2441;New Hebrides Islands;New Hebrides Islands;New Hebrides Islands;New Hebrides Islands;New Hebrides Islands;New Hebrides Islands;;;;;X
PROV2442;Santa Cruz Islands;Santa Cruz Islands;Santa Cruz Islands;Santa Cruz Islands;Santa Cruz Islands;Santa Cruz Islands;;;;;X
PROV2443;New Hebrides Trench;New Hebrides Trench;New Hebrides Trench;New Hebrides Trench;New Hebrides Trench;New Hebrides Trench;;;;;X
PROV2444;Coast of Queensland;Coast of Queensland;Coast of Queensland;Coast of Queensland;Coast of Queensland;Coast of Queensland;;;;;X
PROV2445;Queensland Plateau;Queensland Plateau;Queensland Plateau;Queensland Plateau;Queensland Plateau;Queensland Plateau;;;;;X
PROV2446;Coral Sea;Coral Sea;Coral Sea;Coral Sea;Coral Sea;Coral Sea;;;;;X
PROV2447;Milne Bay;Milne Bay;Milne Bay;Milne Bay;Milne Bay;Milne Bay;;;;;X
PROV2448;Cape Flattery;Cape Flattery;Cape Flattery;Cape Flattery;Cape Flattery;Cape Flattery;;;;;X
PROV2449;Wellesley Islands;Wellesley Islands;Wellesley Islands;Wellesley Islands;Wellesley Islands;Wellesley Islands;;;;;X
PROV2450;Torres Strait;Torres Strait;Torres Strait;Torres Strait;Torres Strait;Torres Strait;;;;;X
PROV2451;Great Barrier Reef;Great Barrier Reef;Great Barrier Reef;Great Barrier Reef;Great Barrier Reef;Great Barrier Reef;;;;;X
PROV2452;Eastern Fields;Eastern Fields;Eastern Fields;Eastern Fields;Eastern Fields;Eastern Fields;;;;;X
PROV2453;Suez Canal;Suez Canal;Suez Canal;Suez Canal;Suez Canal;Suez Canal;;;;;X
PROV2454;Gulf of Carpentaria;Gulf of Carpentaria;Gulf of Carpentaria;Gulf of Carpentaria;Gulf of Carpentaria;Gulf of Carpentaria;;;;;X
PROV2455;Solomon Sea;Solomon Sea;Solomon Sea;Solomon Sea;Solomon Sea;Solomon Sea;;;;;X
PROV2456;Solomon Islands;Solomon Islands;Solomon Islands;Solomon Islands;Solomon Islands;Solomon Islands;;;;;X
PROV2457;San Cristobal Trench;San Cristobal Trench;San Cristobal Trench;San Cristobal Trench;San Cristobal Trench;San Cristobal Trench;;;;;X
PROV2458;St. George's Channel;St. George's Channel;St. George's Channel;St. George's Channel;St. George's Channel;St. George's Channel;;;;;X
PROV2459;Huon Gulf;Huon Gulf;Huon Gulf;Huon Gulf;Huon Gulf;Huon Gulf;;;;;X
PROV2460;Trobriand Islands;Trobriand Islands;Trobriand Islands;Trobriand Islands;Trobriand Islands;Trobriand Islands;;;;;X
PROV2461;Irian Bay;Irian Bay;Irian Bay;Irian Bay;Irian Bay;Irian Bay;;;;;X
PROV2462;Humboldt Bay;Humboldt Bay;Humboldt Bay;Humboldt Bay;Humboldt Bay;Humboldt Bay;;;;;X
PROV2463;free;free;free;free;free;free;;;;;X
PROV2464;free;free;free;free;free;free;;;;;X
PROV2465;West Bismarck Sea;West Bismarck Sea;West Bismarck Sea;West Bismarck Sea;West Bismarck Sea;West Bismarck Sea;;;;;X
PROV2466;Bismarck Sea;Bismarck Sea;Bismarck Sea;Bismarck Sea;Bismarck Sea;Bismarck Sea;;;;;X
