Id;Name;Area;Region;Continent;Climate;Terrain;SizeModifier;AirCapacity;Infrastructure;City;Beaches;Port Allowed;Port Seazone;IC;Manpower;Oil;Metal;Energy;Rare Materials;City XPos;City YPos;Army XPos;Army YPos;Port XPos;Port YPos;Beach XPos;Beach YPos;Beach Icon;Fort XPos;Fort YPos;AA XPos;AA YPos;Counter x;Counter Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Fill coord X;Fill coord Y;;;;;;;;;
2321;PROV2321;US Maritimes;Eastern Seaboard;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;8154;3475;8154;3475;8154;3475;8128;3417;0;0;0;0;0;8154;3475;;;;;;;;;;;8154;3475;-1;-1;;;;;;;
2322;PROV2322;US Maritimes;Eastern Seaboard;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;8406;3368;8406;3368;8406;3368;8476;3379;0;0;0;0;0;8406;3368;;;;;;;;;;;8406;3368;-1;-1;;;;;;;
2323;PROV2323;US Maritimes;Eastern Seaboard;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;8383;3068;8383;3068;8383;3068;8385;3109;0;0;0;0;0;8383;3068;;;;;;;;;;;8383;3068;-1;-1;;;;;;;
2324;PROV2324;Canadian Maritimes;Eastern Seaboard;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;9358;2189;9358;2189;9358;2189;9464;2607;0;0;0;0;0;9358;2189;;;;;;;;;;;9358;2189;-1;-1;;;;;;;
2325;PROV2325;Canadian Maritimes;Eastern Seaboard;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;8770;2681;8770;2681;8770;2681;8865;2634;0;0;0;0;0;8770;2681;;;;;;;;;;;8770;2681;-1;-1;;;;;;;
2326;PROV2326;Canadian Maritimes;Eastern Seaboard;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;9294;2604;9294;2604;9294;2604;9294;2604;0;0;0;0;0;9294;2604;;;;;;;;;;;9294;2604;-1;-1;;;;;;;
2327;PROV2327;Canadian Maritimes;Eastern Seaboard;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;9308;2853;9308;2853;9308;2853;9308;2853;0;0;0;0;0;9308;2853;;;;;;;;;;;9308;2853;-1;-1;;;;;;;
2328;PROV2328;Bermuda Triangle;Sargassos;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;10180;3864;10180;3864;10180;3864;9978;4487;0;0;0;0;0;10180;3864;;;;;;;;;;;10180;3864;-1;-1;;;;;;;
2329;PROV2329;The Seamounts;Grand Banks Shelf;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;10454;2957;10454;2957;10454;2957;10208;3832;0;0;0;0;0;10454;2957;;;;;;;;;;;10454;2957;-1;-1;;;;;;;
2330;PROV2330;The Seamounts;Grand Banks Shelf;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;10879;3717;10879;3717;10879;3717;10926;3771;0;0;0;0;0;10879;3717;;;;;;;;;;;10879;3717;-1;-1;;;;;;;
2331;PROV2331;The Seamounts;Grand Banks Shelf;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;11539;3744;11539;3744;11539;3744;11531;3756;0;0;0;0;0;11539;3744;;;;;;;;;;;11539;3744;-1;-1;;;;;;;
2332;PROV2332;The Seamounts;Grand Banks Shelf;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;11311;3027;11311;3027;11311;3027;11361;3026;0;0;0;0;0;11311;3027;;;;;;;;;;;11311;3027;-1;-1;;;;;;;
2333;PROV2333;The Seamounts;Grand Banks Shelf;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;11070;2445;11070;2445;11070;2445;11236;2471;0;0;0;0;0;11070;2445;;;;;;;;;;;11070;2445;-1;-1;;;;;;;
2334;PROV2334;Grand Banks;Grand Banks Shelf;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;10098;2388;10098;2388;10098;2388;10133;2227;0;0;0;0;0;10098;2388;;;;;;;;;;;10098;2388;-1;-1;;;;;;;
2335;PROV2335;Grand Banks;Grand Banks Shelf;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;10342;2219;10342;2219;10342;2219;10331;2288;0;0;0;0;0;10342;2219;;;;;;;;;;;10342;2219;-1;-1;;;;;;;
2336;PROV2336;East Gulf of Mexico;Mexican Gulf;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;7556;4489;7556;4489;7556;4489;7461;4312;0;0;0;0;0;7556;4489;;;;;;;;;;;7556;4489;-1;-1;;;;;;;
2337;PROV2337;East Gulf of Mexico;Mexican Gulf;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;7256;4570;7256;4570;7256;4570;7252;4564;0;0;0;0;0;7256;4570;;;;;;;;;;;7256;4570;-1;-1;;;;;;;
2338;PROV2338;West Gulf of Mexico;Mexican Gulf;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;6690;4161;6690;4161;6690;4161;6758;4158;0;0;0;0;0;6690;4161;;;;;;;;;;;6690;4161;-1;-1;;;;;;;
2339;PROV2339;West Gulf of Mexico;Mexican Gulf;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;6370;4917;6370;4917;6370;4917;6811;4888;0;0;0;0;0;6370;4917;;;;;;;;;;;6370;4917;-1;-1;;;;;;;
2340;PROV2340;West Gulf of Mexico;Mexican Gulf;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;6943;4282;6943;4282;6943;4282;6943;4282;0;0;0;0;0;6943;4282;;;;;;;;;;;6943;4282;-1;-1;;;;;;;
2341;PROV2341;West Gulf of Mexico;Mexican Gulf;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;6628;4798;6628;4798;6628;4798;6661;4812;0;0;0;0;0;6628;4798;;;;;;;;;;;6628;4798;-1;-1;;;;;;;
2342;PROV2342;Yucatan Strait;Carribean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;7083;5236;7083;5236;7083;5236;7132;5280;0;0;0;0;0;7083;5236;;;;;;;;;;;7083;5236;-1;-1;;;;;;;
2343;PROV2343;Yucatan Strait;Carribean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;7396;5098;7396;5098;7396;5098;7396;5098;0;0;0;0;0;7396;5098;;;;;;;;;;;7396;5098;-1;-1;;;;;;;
2344;PROV2344;Central Carribean;Carribean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;7366;5590;7366;5590;7366;5590;7354;5642;4;0;0;0;0;7366;5590;;;;;;;;;;;7366;5590;-1;-1;;;;;;;
2345;PROV2345;Central Carribean;Carribean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;7619;5619;7619;5619;7619;5619;7619;5619;4;0;0;0;0;7619;5619;;;;;;;;;;;7619;5619;-1;-1;;;;;;;
2346;PROV2346;Central Carribean;Carribean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;8120;5369;8120;5369;8120;5369;8120;5369;4;0;0;0;0;8120;5369;;;;;;;;;;;8120;5369;-1;-1;;;;;;;
2347;PROV2347;Windward Islands;Carribean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;8787;5489;8787;5489;8787;5489;8787;5489;0;0;0;0;0;8787;5489;;;;;;;;;;;8787;5489;-1;-1;;;;;;;
2348;PROV2348;Windward Islands;Carribean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;8373;5665;8373;5665;8373;5665;8371;5713;0;0;0;0;0;8373;5665;;;;;;;;;;;8373;5665;-1;-1;;;;;;;
2349;PROV2349;Central Carribean;Carribean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;7872;5893;7872;5893;7872;5893;7875;5864;0;0;0;0;0;7872;5893;;;;;;;;;;;7872;5893;-1;-1;;;;;;;
2350;PROV2350;West Coast of Central America;West Coast of North America;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;6780;5565;6780;5565;6780;5565;6713;5545;0;0;0;0;0;6780;5565;;;;;;;;;;;6780;5565;-1;-1;;;;;;;
2351;PROV2351;West Coast of Central America;West Coast of North America;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;6480;5771;6480;5771;6480;5771;6480;5771;0;0;0;0;0;6480;5771;;;;;;;;;;;6480;5771;-1;-1;;;;;;;
2352;PROV2352;West Coast of Central America;West Coast of North America;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;7136;6524;7136;6524;7136;6524;7136;6524;0;0;0;0;0;7136;6524;;;;;;;;;;;7136;6524;-1;-1;;;;;;;
2353;PROV2353;West Coast of Central America;West Coast of North America;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;7212;5960;7212;5960;7212;5960;7250;5982;0;0;0;0;0;7212;5960;;;;;;;;;;;7212;5960;-1;-1;;;;;;;
2354;PROV2354;West Coast of Peru;West Coast of South America;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;7553;6581;7553;6581;7553;6581;7554;6609;0;0;0;0;0;7553;6581;;;;;;;;;;;7553;6581;-1;-1;;;;;;;
2355;PROV2355;West Coast of Peru;West Coast of South America;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;7682;7835;7682;7835;7682;7835;7595;7630;0;0;0;0;0;7682;7835;;;;;;;;;;;7682;7835;-1;-1;;;;;;;
2356;PROV2356;West Coast of Peru;West Coast of South America;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;7181;7547;7181;7547;7181;7547;7181;7547;0;0;0;0;0;7181;7547;;;;;;;;;;;7181;7547;-1;-1;;;;;;;
2357;PROV2357;West Coast of Chile;West Coast of South America;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;7242;10959;7242;10959;7242;10959;7577;10969;0;0;0;0;0;7242;10959;;;;;;;;;;;7242;10959;-1;-1;;;;;;;
2358;PROV2358;West Coast of Chile;West Coast of South America;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;8049;9066;8049;9066;8049;9066;8033;9067;0;0;0;0;0;8049;9066;;;;;;;;;;;8049;9066;-1;-1;;;;;;;
2359;PROV2359;West Coast of Chile;West Coast of South America;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;7717;10792;7717;10792;7717;10792;7764;10519;0;0;0;0;0;7717;10792;;;;;;;;;;;7717;10792;-1;-1;;;;;;;
2360;PROV2360;West Coast of Chile;West Coast of South America;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;7517;8591;7517;8591;7517;8591;7517;8591;0;0;0;0;0;7517;8591;;;;;;;;;;;7517;8591;-1;-1;;;;;;;
2361;PROV2361;West Coast of Chile;West Coast of South America;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;7456;9797;7456;9797;7456;9797;7456;9797;0;0;0;0;0;7456;9797;;;;;;;;;;;7456;9797;-1;-1;;;;;;;
2362;PROV2362;Southeast Pacific Basin;Pacific-Antarctic Ridge;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;4703;10800;4703;10800;4703;10800;4703;10800;0;0;0;0;0;4703;10800;;;;;;;;;;;4703;10800;-1;-1;;;;;;;
2363;PROV2363;Southeast Pacific Basin;Pacific-Antarctic Ridge;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;6170;10800;6170;10800;6170;10800;6170;10800;0;0;0;0;0;6170;10800;;;;;;;;;;;6170;10800;-1;-1;;;;;;;
2364;PROV2364;South Southeast Pacific Ocean;Southeast Pacific Ocean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;6463;8532;6463;8532;6463;8532;7562;9212;0;0;0;0;0;6463;8532;;;;;;;;;;;6463;8532;-1;-1;;;;;;;
2365;PROV2365;South Southeast Pacific Ocean;Southeast Pacific Ocean;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;4508;9468;4508;9468;4508;9468;4508;9468;0;0;0;0;0;4508;9468;;;;;;;;;;;4508;9468;-1;-1;;;;;;;
2366;PROV2366;South Southeast Pacific Ocean;Southeast Pacific Ocean;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;5458;9616;5458;9616;5458;9616;5458;9616;0;0;0;0;0;5458;9616;;;;;;;;;;;5458;9616;-1;-1;;;;;;;
2367;PROV2367;South Southeast Pacific Ocean;Southeast Pacific Ocean;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;6463;9535;6463;9535;6463;9535;7172;9203;0;0;0;0;0;6463;9535;;;;;;;;;;;6463;9535;-1;-1;;;;;;;
2368;PROV2368;North Southeast Pacific Ocean;Southeast Pacific Ocean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;6189;6601;6189;6601;6189;6601;6232;6650;0;0;0;0;0;6189;6601;;;;;;;;;;;6189;6601;-1;-1;;;;;;;
2369;PROV2369;North Southeast Pacific Ocean;Southeast Pacific Ocean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;6301;7636;6301;7636;6301;7636;6782;7824;0;0;0;0;0;6301;7636;;;;;;;;;;;6301;7636;-1;-1;;;;;;;
2370;PROV2370;North Southeast Pacific Ocean;Southeast Pacific Ocean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;5408;8670;5408;8670;5408;8670;5408;8670;0;0;0;0;0;5408;8670;;;;;;;;;;;5408;8670;-1;-1;;;;;;;
2371;PROV2371;North Southeast Pacific Ocean;Southeast Pacific Ocean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;4449;8670;4449;8670;4449;8670;4449;8670;0;0;0;0;0;4449;8670;;;;;;;;;;;4449;8670;-1;-1;;;;;;;
2372;PROV2372;Line Islands;Southeast Pacific Ocean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;3322;8547;3322;8547;3322;8547;3719;8048;0;0;0;0;0;3322;8547;;;;;;;;;;;3322;8547;-1;-1;;;;;;;
2373;PROV2373;North Southeast Pacific Ocean;Southeast Pacific Ocean;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;3378;9526;3378;9526;3378;9526;2992;8039;0;0;0;0;0;3378;9526;;;;;;;;;;;3378;9526;-1;-1;;;;;;;
2374;PROV2374;South East Pacific Ocean;East Pacific Ocean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;3613;5838;3613;5838;3613;5838;3062;5688;0;0;0;0;0;3613;5838;;;;;;;;;;;3613;5838;-1;-1;;;;;;;
2375;PROV2375;South East Pacific Ocean;East Pacific Ocean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;4254;5196;4254;5196;4254;5196;4311;5394;0;0;0;0;0;4254;5196;;;;;;;;;;;4254;5196;-1;-1;;;;;;;
2376;PROV2376;South East Pacific Ocean;East Pacific Ocean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;5326;7651;5326;7651;5326;7651;3771;6435;0;0;0;0;0;5326;7651;;;;;;;;;;;5326;7651;-1;-1;;;;;;;
2377;PROV2377;South East Pacific Ocean;East Pacific Ocean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;5028;6611;5028;6611;5028;6611;4574;6456;0;0;0;0;0;5028;6611;;;;;;;;;;;5028;6611;-1;-1;;;;;;;
2378;PROV2378;South East Pacific Ocean;East Pacific Ocean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;5114;5986;5114;5986;5114;5986;5210;5959;0;0;0;0;0;5114;5986;;;;;;;;;;;5114;5986;-1;-1;;;;;;;
2379;PROV2379;North East Pacific Ocean;East Pacific Ocean;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;3192;3428;3192;3428;3192;3428;3192;3428;0;0;0;0;0;3192;3428;;;;;;;;;;;3192;3428;-1;-1;;;;;;;
2380;PROV2380;North East Pacific Ocean;East Pacific Ocean;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;2937;5048;2937;5048;2937;5048;2832;4080;0;0;0;0;0;2937;5048;;;;;;;;;;;2937;5048;-1;-1;;;;;;;
2381;PROV2381;North East Pacific Ocean;East Pacific Ocean;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;2921;2628;2921;2628;2921;2628;3386;3249;0;0;0;0;0;2921;2628;;;;;;;;;;;2921;2628;-1;-1;;;;;;;
2382;PROV2382;North East Pacific Ocean;East Pacific Ocean;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;3429;4524;3429;4524;3429;4524;3826;4409;0;0;0;0;0;3429;4524;;;;;;;;;;;3429;4524;-1;-1;;;;;;;
2383;PROV2383;Hawaiian Rise;East Pacific Ocean;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;2371;5585;2371;5585;2371;5585;2895;4865;5;0;0;0;0;2371;5585;;;;;;;;;;;2371;5585;-1;-1;;;;;;;
2384;PROV2384;West Coast of Mexico;West Coast of North America;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;5499;4655;5499;4655;5499;4655;5356;4407;0;0;0;0;0;5499;4655;;;;;;;;;;;5499;4655;-1;-1;;;;;;;
2385;PROV2385;West Coast of Mexico;West Coast of North America;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;5932;5219;5932;5219;5932;5219;5746;5087;0;0;0;0;0;5932;5219;;;;;;;;;;;5932;5219;-1;-1;;;;;;;
2386;PROV2386;West Coast of Mexico;West Coast of North America;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;4723;4605;4723;4605;4723;4605;4723;4605;0;0;0;0;0;4723;4605;;;;;;;;;;;4723;4605;-1;-1;;;;;;;
2387;PROV2387;West Coast of Mexico;West Coast of North America;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;5452;5285;5452;5285;5452;5285;5584;4934;0;0;0;0;0;5452;5285;;;;;;;;;;;5452;5285;-1;-1;;;;;;;
2388;PROV2388;West Coast of the United States;West Coast of North America;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;4341;2412;4341;2412;4341;2412;4379;2412;0;0;0;0;0;4341;2412;;;;;;;;;;;4341;2412;-1;-1;;;;;;;
2389;PROV2389;West Coast of the United States;West Coast of North America;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;4452;3416;4452;3416;4452;3416;4468;3472;0;0;0;0;0;4452;3416;;;;;;;;;;;4452;3416;-1;-1;;;;;;;
2390;PROV2390;West Coast of the United States;West Coast of North America;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;3886;2588;3886;2588;3886;2588;4035;2585;0;0;0;0;0;3886;2588;;;;;;;;;;;3886;2588;-1;-1;;;;;;;
2391;PROV2391;West Coast of the United States;West Coast of North America;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;4094;3657;4094;3657;4094;3657;4230;3656;0;0;0;0;0;4094;3657;;;;;;;;;;;4094;3657;-1;-1;;;;;;;
2392;PROV2392;Gulf of Alaska;West Coast of North America;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;3944;1784;3944;1784;3944;1784;3696;1547;0;0;0;0;0;3944;1784;;;;;;;;;;;3944;1784;-1;-1;;;;;;;
2393;PROV2393;Gulf of Alaska;West Coast of North America;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;3474;1785;3474;1785;3474;1785;3441;1621;0;0;0;0;0;3474;1785;;;;;;;;;;;3474;1785;-1;-1;;;;;;;
2394;PROV2394;Aleutians;North Pacific Ocean;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;1972;1103;1972;1103;1972;1103;2221;832;0;0;0;0;0;1972;1103;;;;;;;;;;;1972;1103;-1;-1;;;;;;;
2395;PROV2395;Aleutians;North Pacific Ocean;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;1917;1410;1917;1410;1917;1410;1927;1207;0;0;0;0;0;1917;1410;;;;;;;;;;;1917;1410;-1;-1;;;;;;;
2396;PROV2396;Aleutians;North Pacific Ocean;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;921;1814;921;1814;921;1814;921;1814;0;0;0;0;0;921;1814;;;;;;;;;;;921;1814;-1;-1;;;;;;;
2397;PROV2397;Aleutians;North Pacific Ocean;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;2933;1018;2933;1018;2933;1018;2933;1018;0;0;0;0;0;2933;1018;;;;;;;;;;;2933;1018;-1;-1;;;;;;;
2398;PROV2398;North Northeast Pacific Basin;North Pacific Ocean;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;2493;1934;2493;1934;2493;1934;3517;1945;0;0;0;0;0;2493;1934;;;;;;;;;;;2493;1934;-1;-1;;;;;;;
2399;PROV2399;North Northeast Pacific Basin;North Pacific Ocean;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;1766;2333;1766;2333;1766;2333;2346;2373;0;0;0;0;0;1766;2333;;;;;;;;;;;1766;2333;-1;-1;;;;;;;
2400;PROV2400;North Northeast Pacific Basin;North Pacific Ocean;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;824;2886;824;2886;824;2886;1215;2888;0;0;0;0;0;824;2886;;;;;;;;;;;824;2886;-1;-1;;;;;;;
2401;PROV2401;North Northeast Pacific Basin;North Pacific Ocean;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;2079;3318;2079;3318;2079;3318;2468;3155;0;0;0;0;0;2079;3318;;;;;;;;;;;2079;3318;-1;-1;;;;;;;
2402;PROV2402;East Bering Sea;Bering Sea;;Subarctic;Ocean;;;100;;0;0;0;0;0;0;0;0;0;428;280;428;280;428;280;30433;275;0;0;0;0;0;428;280;;;;;;;;;;;428;280;-1;-1;;;;;;;
2403;PROV2403;East Bering Sea;Bering Sea;;Subarctic;Ocean;;;100;;0;0;0;0;0;0;0;0;0;1242;1041;1242;1041;1242;1041;1242;1041;0;0;0;0;0;1242;1041;;;;;;;;;;;1242;1041;-1;-1;;;;;;;
2404;PROV2404;West Bering Sea;Bering Sea;;Subarctic;Ocean;;;100;;0;0;0;0;0;0;0;0;0;286;1100;286;1100;286;1100;29934;1009;0;0;0;0;0;286;1100;;;;;;;;;;;286;1100;-1;-1;;;;;;;
2405;PROV2405;West Bering Sea;Bering Sea;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;29700;1839;29700;1839;29700;1839;29700;1839;0;0;0;0;0;29700;1839;;;;;;;;;;;29700;1839;-1;-1;;;;;;;
2406;PROV2406;Coast of Kamchatka;Bering Sea;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;28433;2597;28433;2597;28433;2597;28488;2415;4;0;0;0;0;28433;2597;;;;;;;;;;;28433;2597;-1;-1;;;;;;;
2407;PROV2407;Coast of Kamchatka;Bering Sea;;Subarctic;Ocean;;;100;;0;0;0;0;0;0;0;0;0;28514;2077;28514;2077;28514;2077;28313;2278;0;0;0;0;0;28514;2077;;;;;;;;;;;28514;2077;-1;-1;;;;;;;
2408;PROV2408;Coast of Kamchatka;Bering Sea;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;27731;3203;27731;3203;27731;3203;27435;2068;0;0;0;0;0;27731;3203;;;;;;;;;;;27731;3203;-1;-1;;;;;;;
2409;PROV2409;West Bering Sea;Bering Sea;;Subarctic;Ocean;;;100;;0;0;0;0;0;0;0;0;0;29018;1340;29018;1340;29018;1340;29019;1269;0;0;0;0;0;29018;1340;;;;;;;;;;;29018;1340;-1;-1;;;;;;;
2410;PROV2410;North Northeast Pacific Basin;North Pacific Ocean;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;99;3254;99;3254;99;3254;30330;3154;0;0;0;0;0;99;3254;;;;;;;;;;;99;3254;-1;-1;;;;;;;
2411;PROV2411;Northwest Pacific Basin;North Pacific Ocean;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;29112;3348;29112;3348;29112;3348;29112;3348;0;0;0;0;0;29112;3348;;;;;;;;;;;29112;3348;-1;-1;;;;;;;
2412;PROV2412;Northwest Pacific Basin;North Pacific Ocean;;Temperate;Ocean;;;100;;0;0;0;0;0;0;0;0;0;29240;2524;29240;2524;29240;2524;29240;2524;0;0;0;0;0;29240;2524;;;;;;;;;;;29240;2524;-1;-1;;;;;;;
2413;PROV2413;Northwest Pacific Basin;North Pacific Ocean;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;28286;3366;28286;3366;28286;3366;28286;3366;0;0;0;0;0;28286;3366;;;;;;;;;;;28286;3366;-1;-1;;;;;;;
2414;PROV2414;Mid-Pacific Mountains;Central Pacific Ocean;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;28691;5271;28691;5271;28691;5271;28691;5271;0;0;0;0;0;28691;5271;;;;;;;;;;;28691;5271;-1;-1;;;;;;;
2415;PROV2415;Northwest Pacific Basin;North Pacific Ocean;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;27662;4689;27662;4689;27662;4689;27701;3733;0;0;0;0;0;27662;4689;;;;;;;;;;;27662;4689;-1;-1;;;;;;;
2416;PROV2416;Mid-Pacific Mountains;Central Pacific Ocean;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;27662;5417;27662;5417;27662;5417;28735;3783;0;0;0;0;0;27662;5417;;;;;;;;;;;27662;5417;-1;-1;;;;;;;
2417;PROV2417;Northwest Pacific Basin;North Pacific Ocean;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;29398;4184;29398;4184;29398;4184;28990;2859;0;0;0;0;0;29398;4184;;;;;;;;;;;29398;4184;-1;-1;;;;;;;
2418;PROV2418;Mid-Pacific Mountains;Central Pacific Ocean;;Subtropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;29536;5270;29536;5270;29536;5270;29500;3203;0;0;0;0;0;29536;5270;;;;;;;;;;;29536;5270;-1;-1;;;;;;;
2419;PROV2419;Northwest Pacific Basin;North Pacific Ocean;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;28276;4200;28276;4200;28276;4200;27892;2944;0;0;0;0;0;28276;4200;;;;;;;;;;;28276;4200;-1;-1;;;;;;;
2420;PROV2420;Coast of Japan;Home Islands;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;27430;3880;27430;3880;27430;3880;27284;3115;0;0;0;0;0;27430;3880;;;;;;;;;;;27430;3880;-1;-1;;;;;;;
2421;PROV2421;Southwest Pacific Basin;Pacific-Antarctic Ridge;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;29948;11058;29948;11058;29948;11058;894;10624;0;0;0;0;0;29948;11058;;;;;;;;;;;29948;11058;-1;-1;;;;;;;
2422;PROV2422;Southwest Pacific Basin;Pacific-Antarctic Ridge;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;1905;10800;1905;10800;1905;10800;1905;10800;0;0;0;0;0;1905;10800;;;;;;;;;;;1905;10800;-1;-1;;;;;;;
2423;PROV2423;Southwest Pacific Basin;Pacific-Antarctic Ridge;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;3289;10800;3289;10800;3289;10800;3289;10800;0;0;0;0;0;3289;10800;;;;;;;;;;;3289;10800;-1;-1;;;;;;;
2424;PROV2424;Marshalls Sea;Central Pacific Ocean;;Tropical;Ocean;;;100;;0;0;0;0;0;0;0;0;0;28641;6324;28641;6324;28641;6324;28641;6324;0;0;0;0;0;28641;6324;;;;;;;;;;;28641;6324;-1;-1;;;;;;;
