AREA_SOUTH_RHODESIA;South Rhodesia;Rhodésie méridionale;Rodesia meridionale;Rhodesia del Sur;Südrhodesien;Po³udniowa Rodezja;;Þæíàÿ Ðîäåçèÿ;;;X
AREA_SOUTH_ROMANIA;South Romania;Sud de la Roumanie;Romania meridionale;Rumania meridional;Südrumänien;Po³udniowa Rumunia;;Þæíàÿ Ðóìûíèÿ;;;X
AREA_SOUTH_SCOTLAND;South Scotland;Sud de l’Écosse;Scozia meridionale;Escocia meridional;Südschottland;Po³udniowa Szkocja;;Þæíàÿ Øîòëàíäèÿ;;;X
AREA_SOUTHCENTRAL_NORWAY;Southcentral Norway;Centre-sud Norvège;Norvegia centro-meridionale;Centro-sur de Noruega;Südl. Mittelnorwegen;Po³udniowo-œrodkowa Norwegia;;Þãî-öåíòðàëüíàÿ Íîðâåãèÿ;;;X
AREA_SOUTHERN_NORWAY;Southern Norway;Norvège méridionale;Norvegia meridionale;Noruega meridional;Südnorwegen;Po³udniowa Norwegia;;Þæíàÿ Íîðâåãèÿ;;;X
AREA_ST.HELENA;St.Helena;Sainte Hélène;St. Elena;Santa Elena;St.Helena;Wyspa Œwiêtej Heleny;;î-â Ñâ. Åëåíû;;;X
AREA_STALINGRAD;Stalingrad;Stalingrad;Stalingrado;Stalingrado;Stalingrad;Stalingrad;;Ñòàëèíãðàä;;;X
AREA_SUEZ_CHANNEL_AREA;Suez Channel Area;Zone du Canal de Suez;Area del canale di Suez;Zona del Canal de Suez;Suezkanal;Rejon Kana³u Sueskiego;;Ñóýöêèé êàíàë;;;X
AREA_SUIYUAN_NINGXIA;Suiyuan-Ningxia;Suiyuan Ningxia;Suiyuan-Ningxia;Suiyüan-Ningxia;Suiyuan/Ningxia;Sujuan-Ningsia-Huej;;Ñóéþàíü_Íèíñÿ;;;X
AREA_SUMATRA;Sumatra;Sumatra;Sumatra;Sumatra;Sumatra;Sumatra;;Ñóìàòðà;;;X
AREA_SUNDA_ISLANDS;Sunda Islands;Iles Sunda;Isole Sunda;Islas de Sunda;Sunda-Inseln;Wyspy Sundajskie;;î-âà Ñóíäà;;;X
AREA_SVERDLOVSK;Sverdlovsk;Sverdlovsk;Sverdlovsk;Sverdlovsk;Swerdlowsk;Swierd³owsk;;Ñâåðäëîâñê;;;X
AREA_SWITZERLAND;Switzerland;Suisse;Svizzera;Suiza;Schweiz;Szwajcaria;;Øâåéöàðèÿ;;;X
AREA_SYDNEY;Sydney;Sydney;Sidney;Sídney;Sydney;Sydney;;Ñèäíåé;;;X
AREA_SYZRAN;Syzran;Syzran;Syzran;Sizran;Syzran;Syzrañ;;Ñûçðàíü;;;X
AREA_TADZJIKISTAN;Tadzjikistan;Tadjikistan;Tadzhikistan;Tayikistán;Tadschikistan;Tad¿ykistan;;Òàäæèêèñòàí;;;X
AREA_TAIWAN;Taiwan;Taiwan;Taiwan;Taiwán;Taiwan;Tajwan;;Òàéâàíü;;;X
AREA_TAJMYR_EVENK;Tajmyr-Evenk;Tajmyr Evenk;Tajmyr-Evenk;Tajmyr-Evenk;Taimyr/Ewenk;Tajmyr-Ewenk;;Òàéìûð_Ýâåíêèÿ;;;X
AREA_TAMBOV;Voronezh;Voronej;Voronezh;Vorónezh;Voronezh;Worone¿;;Âîðîíåæ;;;X
AREA_TANGANYIKA;Tanganyika;Tanganyika;Tanganyika;Tanganica;Tanganjika;Tanganika;;Òàíãàíüèêà;;;X
AREA_TENNESSEE;Tennessee;Tennessee;Tennessee;Tennessee;Tennessee;Tennessee;;Òåííåññè;;;X
AREA_TEXAS;Texas;Texas;Texas;Texas;Texas;Teksas;;Òåõàñ;;;X
AREA_THE_AZORES;The Azores;Les Açores;Le Azzorre;Islas Azores;Azoren;Azory;;Àçîðñêèå î-âà;;;X
AREA_THE_FALKLANDS;The Falklands;Les Malouines;Le Falkland;Islas Malvinas;Falkland-Inseln;Falklandy;;Ôîëêëåíäñêèå î-âà;;;X
AREA_THRACE;Thrace;Thrace;Tracia;Tracia;Thrakien;Tracja;;Ôðàêèÿ;;;X
AREA_TIBET;Tibet;Tibet;Tibet;Tíbet;Tibet;Tybet;;Òèáåò;;;X
AREA_TIERRA_DEL_FUEGO;Tierra del Fuego;Tierra del Fuego;Terra del Fuoco;Tierra del Fuego;Feuerland;Ziemia Ognista;;Îãíåííàÿ Çåìëÿ;;;X
AREA_TOBRUK;Tobruk;Tobrouk;Tobruk;Tobruk;Tobruk;Tobruk;;Òîáðóê;;;X
AREA_TOHOKU;Tohoku;Tohoku;Tohoku;Tohoku;Tohoku;Tohoku;;Òîõîêó;;;X
AREA_TOMSK;Tomsk;Tomsk;Tomsk;Tomsk;Tomsk;Tomsk;;Òîìñê;;;X
AREA_TRANSJORDAN;Transjordan;Transjordanie;Transjordan;Transjordania;Transjordanien;Transjordania;;Òðàíñèîðäàíèÿ;;;X
AREA_TRANSNISTRIA;Zhitomir;Jitomir;Zhitomir;Zhitomir;Zhitomir;¯ytomierz;;Æèòîìèð;;;X
AREA_TRANSVAAL_NATAL;Transvaal-Natal;Transvaal Natal;Transvaal-Natal;Transvaal-Natal;Transvaal/Natal;Transwal-Natal;;Òðàíñâààëü_Íàòàëü;;;X
AREA_TRANSYLVANIA;Transylvania;Transylvanie;Transilvania;Transilvania;Transsilvanien;Transylwania;;Òðàíñèëüâàíèÿ;;;X
AREA_TRIPOLI;Tripoli;Tripolis;Tripoli;Trípoli;Westl. Aleuten;Trypolis;;Òðèïîëè;;;X
AREA_TUNIS;Tunis;Tunis;Tunisia;Túnez;Tunis;Tunis;;Òóíèñ;;;X
AREA_TURKESTAN;Turkestan;Turkestan;Turkestan;Turkestán;Turkistan;Turkiestan;;Òóðêåñòàí;;;X
AREA_TURKMENISTAN;Turkmenistan;Turkménistan;Turkmenistan;Turkmenistán;Turkmenistan;Turkmenistan;;Òóðêìåíèñòàí;;;X
AREA_TYUMEN;Tyumen;Tyumen;Tyumen;Tiumen;Tjumen;Tjumeñ;;Òþìåíü;;;X
AREA_UFA;Ufa;Oufa;Ufa;Ufá;Ufa;Ufa;;Óôà;;;X
AREA_UGANDA;Uganda;Ouganda;Uganda;Uganda;Uganda;Uganda;;Óãàíäà;;;X
AREA_UPPER_ARGENTINE;Upper Argentine;Haute Argentine;Argentina superiore;Argentina superior;Oberargentinien;Górna Argentyna;;Âåðõíÿÿ Àðãåíòèíà;;;X
AREA_UPPER_NILE_VALLEY;Upper Nile Valley;Vallée haute du Nil;Valle del Nilo superiore;Valle del Alto Nilo;Oberes Niltal;Górna Dolina Nilu;;Âåðõíÿÿ äîëèíà Íèëà;;;X
AREA_UTAH;Utah;Utah;Utah;Utah;Utah;Utah;;Þòà;;;X
AREA_UZBEKISTAN;Uzbekistan;Ouzbékistan;Uzbekistan;Uzbekistán;Usbekistan;Uzbekistan;;Óçáåêèñòàí;;;X
AREA_VAESTRA_SVEALAND;Vaestra Svealand;Vaestra Svealand;Vaestra Svealand;Svealand occidental;Westsvealand;Zachodni Svealand;;Çàïàäíûé Ñâåàëàíä;;;X
AREA_VELIKIYE_LUKI;Kalinin;Kalinin;Kalinin;Kalinin;Kalinin;Kalinin;;Êàëèíèí;;;X
AREA_VERA_CRUZ;Vera Cruz;Vera Cruz;Vera Cruz;Veracruz;Vera Cruz;Vera Cruz;;Âåðàêðóñ;;;X
AREA_VERMONT;Vermont;Vermont;Vermont;Vermont;Vermont;Vermont;;Âåðìîíò;;;X
AREA_VIRGINIA;Virginia;Virginie;Virginia;Virginia;Virginia;Virginia;;Âèðãèíèÿ;;;X
AREA_VLADIMIR;Vladimir;Vladimir;Vladimir;Vladímir;Wladimir;W³odzimierz;;Âëàäèìèð;;;X
AREA_VOLTA;Volta;Volta;Volta;Volta;Obervolta;Wolta;;Âîëüòà;;;X
AREA_VORKUTA;Vorkuta;;Vorkuta;Vorkuta;Vorkuta;Workuta;;Âîðêóòà;;;X
AREA_WALLONIA;Wallonia;Wallonie;Vallonia;Valonia;Wallonien;Walonia;;Âàëëîíèÿ;;;X
AREA_WARSAW;Warsaw;Varsovie;Varsavia;Varsovia;Warschau;Warszawa;;Âàðøàâà;;;X
AREA_WASHINGTON;Washington;Washington;Washington;Washington;Washington;Waszyngton;;Âàøèíãòîí;;;X
AREA_WEST_ALEUTIANS;West Aleutians;Aléoutiennes de l'Ouest;Isole Aleutine occidentali;Oeste de las Auletianas;Westl. Aleuten;Zachodnie Aleuty;;Çàïàä Àëåóòñêèõ îñòðîâîâ;;;X
AREA_WEST_ANDALUCIA;West Andalucia;Andalousie occidentale ;Andalusia occidentale;Andalucía occidental;Westandalusien;Zachodnia Andaluzja;;Çàïàäíàÿ Àíäàëóñèÿ;;;X
AREA_WEST_ATLAS;West Atlas;Atlas occidental;Atlas occidentale;Atlas occidentales;Westl. Atlas;Zachodni Atlas;;Çàïàäíûé Àòëàñ;;;X
AREA_WEST_ENGLAND;West England;Ouest de l’Angleterre;Inghilterra occidentale;Inglaterra occidental;Westengland;Zachodnia Anglia;;Çàïàäíàÿ Àíãëèÿ;;;X
AREA_WEST_JAVA;West Java;Java occidental;Giava occidentale;Java occidental;Westjava;Zachodnia Jawa;;Çàïàäíàÿ ßâà;;;X
AREA_WEST_VIRGINIA;West Virginia;Virginie occidentale;Virginia occidentale;Virginia occidental;West Virginia;Zachodnia Virginia;;Çàïàäíàÿ Âèðãèíèÿ;;;X
AREA_WESTERN_DESERT;Western Desert;Désert occidental;Deserto occidentale;Desierto occidental;Westliche Wüste;Pustynia Zachodnia;;Çàïàäíàÿ ïóñòûíÿ;;;X
AREA_WESTERN_GHAT;Western Ghat;Ghat occidental;Ghat occidentale;Ghat occidental;Westghats;Zachodni Ghat;;Çàïàäíûé Ãàò;;;X
AREA_WESTERN_HUNGARY;Western Hungary;Hongrie occidentale;Ungheria occidentale;Hungría occidental;Westungarn;Zachodnie Wêgry;;Çàïàäíàÿ Âåíãðèÿ;;;X
AREA_WESTPHALEN;Westfalen;Westfalen;Westfalen;Westfalia;Westfalen;Westfalia;;Âåñòôàëèÿ;;;X
AREA_WISCONSIN;Wisconsin;Wisconsin;Wisconsin;Wisconsin;Wisconsin;Wisconsin;;Âèñêîíñèí;;;X
AREA_WYOMING;Wyoming;Wyoming;Wyoming;Wyoming;Wyoming;Wyoming;;Âàéîìèíã;;;X
AREA_XIKANG;Xikang;Xikang;Xikang;Xikang;Xikang;Sikang;;Ñèêàí;;;X
AREA_XINJIANG;Xinjiang;Xinjiang;Xinjiang;Xinjiang;Xinjiang;Sinciang-Ujgur;;Ñèíüöçÿí;;;X
AREA_YAKUTSK;Yakutsk;Iakutsk;Yakutsk;Yakutsk;Jakutsk;Jakuck;;ßêóòñê;;;X
AREA_YEMENITE_MOUNTAINS;Yemenite Mountains;Monts du Yémen;Montagne dello Yemen;Montañas del Yemen;Jemeniten Berge;Góry Jemeñskie;;Éåìåíñêèå ãîðû;;;X
AREA_YUKON;Yukon Territories;Yukon;Yukon;Yukón;Yukon;Jukon;;Çàïàä Ñåâåðî-Çàïàäíûõ çåìåëü;;;X
AREA_YUNNAN;Yunnan;Yunnan;Yunnan;Yunnan;Yunnan;Junan;;Þíüíàíü;;;X
AREA_ZABAIKALYE;Zabaikalye;Zabaikalye;Zabaikalye;Zabaikalye;Transbaikalien;Zabajka³;;Çàáàéêàëüå;;;X
AREA_ZHEJIANG;Zhejiang;Zhejiang;Zhejiang;Zhejiang;Zhejiang;Czeciang;;×æýöçÿí;;;X
;;;;;;;;;;;X
AREA_ADRIATIC_SEA;Adriatic Sea;Mer Adriatique;Mar Adriatico;Mar Adriático;Adriatisches Meer;Morze Adriatyckie;;Àäðèàòè÷åñêîå ìîðå;;;X
AREA_AEGEAN_SEA;Aegean Sea;Mer Égée;Mar Egeo;Mar Egeo;Ägäisches Meer;Morze Egejskie;;Ýãåéñêîå ìîðå;;;X
AREA_ALBORAN_SEA;Alboran Sea;Mer d’Alboran;Mare di Alboran;Mar de Alborán;Alboran-Meer;Morze Alborañskie;;Àëüáîðàíñêîå ìîðå;;;X
AREA_ALEUTIANS;Aleutians;Aléoutes;Aleutine;Aleutianas;Aleuten;Aleuty;;Àëåóòñêèå î-âà;;;X
AREA_ANGOLA_PLAIN;Angola Plain;Plaine angolienne;Pianura dell'Angola;Llanura de Angola;Angolabecken;Równina Angolska;;Àíãîëüñêàÿ ðàâíèíà;;;X
AREA_ARAFURA_SEA;Arafura Sea;Mer d’Arafoura;Mar di Arafua;Mar de Arafura;Arafurasee;Morze Arafura;;Àðàôóðñêîå ìîðå;;;X
AREA_ARCTIC_OCEAN;Greenland Sea;Mer du Groenland;Mar di Groenlandia;Mar de Groenlandia;Europäisches Nordmeer;Morze Grenlandzkie;;Ãðåíëàíäñêîå ìîðå;;;X
AREA_ARGENTINE_PLAIN;Argentine Plain;Plaine argentine;Piano dell'Agentina;Llanura argentina;Argentinisches Becken;Równina Argentyñska;;Àðãåíòèíñêàÿ ðàâíèíà;;;X
AREA_ASCENSION_FRACTURE_ZONE;Ascension Fracture Zone;Zone de fracture d’Ascension;Zona di rottura ascensionale;Zona de fractura de Ascensión;Ascension-Bruchzone;Strefa Wysp Wniebowst¹pienia;;Ðàçëîì Àñóíñüîí;;;X
AREA_ATLANTIC_INDIAN_RIDGE;Atlantic-Indian Ridge;Dorsale Atlantique-Indien;Dorsale atlantico-indiana;Dorsal del Atlántico-Índico;Atlantisch-Indischer Rücken;Grzbiet Arabsko-Indyjski;;Àôðèêàíñêî-Àíòàðêòè÷åñêèé õðåáåò;;;X
AREA_AZORES;Azores;Açores;Azzorre;Las Azores;Azoren;Azory;;Àçîðñêèå î-âà;;;X
AREA_BALEARIC_SEA;Balearic Sea;Mer des Baléares;Mar delle Baleari;Mar de las Baleares;Balearisches Meer;Morze Balearskie;;Áàëåàðñêîå ìîðå;;;X
AREA_BANDA_SEA;Banda Sea;Mer de Banda;Mar di Banda;Mar de Banda;Bandasee;Morze Banda;;ìîðå Áàíäà;;;X
AREA_BARENTS_SEA;Barents Sea;Mer de Barents;Mare di Barents;Mar de Barents;Barentssee;Morze Barentsa;;Áàðåíöåâî ìîðå;;;X
AREA_BAY_OF_BISCAY;Bay of Biscay;Golfe de Gascogne;Golfo di Biscaglia;Golfo de Vizcaya;Golf von Biskaya;Zatoka Biskajska;;Áèñêàéñêèé çàëèâ;;;X
AREA_BERMUDA_TRIANGLE;Bermuda Triangle;Triangle des Bermudes;Triangolo delle Bermuda;Triángulo de las Bermudas;Bermuda-Dreieck;Trójk¹t Bermudzki;;Áåðìóäñêèé òðåóãîëüíèê;;;X
AREA_BLACK_SEA;Black Sea;Mer Noire;Mar Nero;Mar Negro;Schwarzes Meer;Morze Czarne;;×åðíîå ìîðå;;;X
AREA_BOTHNIAN_BAY;Gulf of Bothnia;Golfe de Botnie;Gorfo di Botnia;Golfo de Botnia;Bottnischer Meerbusen;Zatoka Botnicka;;Áîòíè÷åñêèé çàëèâ;;;X
AREA_CAP_ST_VINCENT;Cap St Vincent;Cap St Vincent;Cap St. Vincent;Cabo de San Vicente;Kap St. Vincent;Saint Vincent;;ìûñ Ñàí-Âèñåíòè;;;X
AREA_CAP_VERDE;Cap Verde ;Cap-Vert;Capo Verde ;Cabo Verde;Kap Verde;Zielony Przyl¹dek;;î-âà Çåë¸íîãî ìûñà;;;X
AREA_CAPE_FINISTERRE;Cape Finisterre;Cap Finistère;Capo di Finisterre;Cabo Finisterre;Kap Finisterre;Przyl¹dek Finisterre;;ìûñ Ôèíèñòåð;;;X
AREA_CAROLINES;Marshall Chain;Carolines;Coralline;Carolinas;Karolinen;Karoliny;;Ìàðøàëëîâà ãðÿäà;;;X
AREA_CASPIAN_SEA;Caspian Sea;Mer Caspienne;Mar Caspio;Mar Caspio;Kaspisches Meer;Morze Kaspijskie;;Êàñïèéñêîå ìîðå;;;X
AREA_CELEBES_SEA;Celebes Sea;Mer des Célèbes;Mar di Celebes;Mar de Célebes;Celebessee;Morze Celebes;;ìîðå Ñóëàâåñè;;;X
AREA_CENTRAL_ATLANTIC;Central Atlantic;Atlantique centre;Atlantico centrale;Atlántico medio;Zentralatlantik;Œrodkowy Atlantyk;;Öåíòðàëüíàÿ Àòëàíòèêà;;;X
AREA_CENTRAL_CARRIBEAN;Central Carribean;Caraïbes centre ;Caraibi centrali;Caribe central;Mittl. Karibik;Œrodkowe Karaiby;;Öåíòðàëüíîå Êàðèáñêîå ìîðå;;;X
AREA_CENTRAL_NORTHSEA;Central North Sea;Mer du Nord centre;Mar del Nord centrale;Centro del Mar del Norte;Zentrale Nordsee;Œrodkowe Morze Pó³nocne;;Öåíòðàëüíîå Ñåâåðíîå ìîðå;;;X
AREA_CENTRAL_PHILIPPINE_SEA;Central Philippine Sea;Mer centrale des Philippines;Mar delle Filippine centrale;Mar de Filipinas central;Mittl. Philippinensee;Œrodkowe Morze Filipiñskie;;Öåíòðàëüíîå Ôèëèïïèíñêîå ìîðå;;;X
AREA_COAST_OF_AFRICA;Coast of Africa;Côte de l’Afrique;Costa dell'Africa;Costa de África;Küste von Afrika;Wybrze¿e Afryki;;Ïîáåðåæüå Àôðèêè;;;X
AREA_COAST_OF_ANGOLA_NAMIBIA;Coast of Angola-Namibia;Côte de l’Angola-Namibie;Costa dell'Angola-Namibia;Costa de Angola-Namibia;Küste von Angola/Namibia;Wybrze¿e Angoli-Namibii;;Ïîáåðåæüå Àíãîëû-Íàìèáèè;;;X
AREA_COAST_OF_ARGENTINA;Coast of Argentina;Côte de l’Argentine;Costa dell'Argentina;Costa de Argentina;Küste von Argentinien;Wybrze¿e Argentyny;;Ïîáåðåæüå Àðãåíòèíû;;;X
AREA_COAST_OF_BISSAO;Coast of Bissao;Côte de Bissau;Costa di Bissao;Costa de Bissau;Küste von Bissao;Wybrze¿e Bissao;;Ïîáåðåæüå Áèñàó;;;X
AREA_COAST_OF_BRAZIL;Coast of Brazil;Côte du Brésil;Costa del Brasile;Costa de Brasil;Küste von Brasilien;Wybrze¿e Brazylii;;Ïîáåðåæüå Áðàçèëèè;;;X
AREA_COAST_OF_BRUNEI;Coast of Brunei;Côte de Brunei;Costa del Brunei;Costa de Brunei;Küste von Brunei;Wybrze¿e Brunei;;Ïîáåðæüå Áðóíåÿ;;;X
AREA_COAST_OF_CEYLON;Coast of Ceylon;Côte de Ceylan;Costa di Ceylon;Costa de Ceilán;Küste von Ceylon ;Wybrze¿e Cejlonu;;Ïîáåðåæüå Öåéëîíà;;;X
AREA_COAST_OF_GUYANA;Coast of Guyana;Côte de la Guyane;Costa della Guyana;Costa de la Guyana;Küste von Guayana;Wybrze¿e Gujany;;Ïîáåðåæüå Ãàéàíû;;;X
AREA_COAST_OF_INDOCHINA;Coast of Indochina;Côte de l’Indochine;Costa dell'Indocina;Costa de Indochina;Küste Indochinas;Wybrze¿e Indochiñskie;;Ïîáåðåæüå Èíäîêèòàÿ;;;X
AREA_COAST_OF_JAPAN;Coast of Japan;Côte du Japon;Costa del Giappone;Costa de Japón;Küste von Japan;Wybrze¿e Japonii;;Ïîáåðåæüå ßïîíèè;;;X
AREA_COAST_OF_KAMCHATKA;Coast of Kamchatka;Côte de Kamchatka;Costa del Kamchatka;Costa de Kamchatka;Küste von Kamtschatka;Wybrze¿e Kamczatki;;Ïîáåðåæüå Êàì÷àòêè;;;X
AREA_COAST_OF_NEW_GUINEA;Coast of New Guinea;Côte de la Nouvelle-Guinée;Costa della Nuova Guinea;Costa de Nueva Guinea;Küste von Neu Guinea;Wybrze¿e Nowej Gwinei;;Ïîáåðåæüå Íîâîé Ãâèíåè;;;X
AREA_COAST_OF_RECIFE;Coast of Recife;Côte de Recife;Costa di Recife;Costa de Recife;Küste von Recife;Wybrze¿e Recife;;Ïîáåðåæüå Ðåñèôè;;;X
AREA_COAST_OF_SOUTH_AFRICA;Coast of South Africa;Côte d’Afrique du Sud;Costa del Sudafrica;Costa meridional de África;Küste von Südafrika;Po³udniowe Wybrze¿e Afryki;;Ïîáåðåæüå Þæíîé Àôðèêè;;;X
AREA_COAST_OF_URUGUAY;Coast of Uruguay;Côte de l’Uruguay;Costa dell'Uruguay;Costa de Uruguay;Küste von Uruguay;Wybrze¿e Urugwaju;;Ïîáåðåæüå Óðóãâàÿ;;;X
AREA_DENMARK_STRAIT;Denmark Strait;Détroit du Danemark;Stretto di Danimarca;Estrecho de Dinamarca;Dänemarkstraße;Cieœniny Duñskie;;Äàòñêèé ïðîëèâ;;;X
AREA_EAST_BAY_OF_BENGAL;East Bay of Bengal;Baie orientale du Bengale;Baia del Bengala orientale;Golfo de Bengala oriental;Östl. Golf von Bengalen;Wschodnia Zatoka Bengalska;;Âîñòî÷íûé Áåíãàëüñêèé çàëèâ;;;X
AREA_EAST_BERING_SEA;East Bering Sea;Mer orientale de Béring;Mar di Bering orientale;Mar de Bering oriental;Östl. Beringmeer;Wschodnie Morze Beringa;;Âîñòî÷íîå Áåðèíãîâî ìîðå;;;X
AREA_EAST_CORAL_SEA;East Coral Sea;Mer de Corail orientale;Mar dei Coralli orientale;Mar oriental del Coral;Östl. Korallenmeer;Wschodnie Morze Koralowe;;Âîñòî÷íîå Êîðàëëîâîå ìîðå;;;X
AREA_EAST_COST_OF_NEW_ZEALAND;East Cost of New Zealand;Côte est de la Nouvelle-Zélande;Costa della Nuova Zelanda orientale;Costa oriental de Nueva Zelanda;Ostküste von Neuseeland;Wschodnie Wybrze¿e Nowej Zelandii;;Âîñòî÷íîå ïîáåðåæüå Íîâîé Çåëàíäèè;;;X
AREA_EAST_GREAT_AUSTRALIAN_BIGHT;East Great Australian Bight ;Grande Baie australienne orientale;Grande baia australiana orientale;Gran Bahía Australiana oriental;Östl. Große Australische Bucht;Wschodnia Wielka Zatoka Australijska;;Âîñòî÷íûé Áîëüøîé Àâñòðàëèéñêèé çàëèâ;;;X
AREA_EAST_GULF_OF_MEXICO;East Gulf of Mexico;Golfe de Mexico Est;Golfo del Messico orientale;Golfo de México oriental;Östl. Golf von Mexiko;Wschodnia Zatoka Meksykañska;;Âîñòî÷íûé Ìåêñèêàíñêèé çàëèâ;;;X
AREA_EAST_MARIANA_BASIN;East Mariana Basin;Bassin oriental des îles Mariannes;Bacino della Mariana orientale;Cuenca de las Marianas orientales;Östl. Marianenbecken;Wschodni Basen Mariañski;;Âîñòî÷íî-Ìàðèàíñêàÿ êîòëîâèíà;;;X
AREA_EAST_NORTH_SEA;East North Sea;Mer du Nord orientale;Mar del Nord orientale;Este del Mar del Norte;Östliche Nordsee;Wschodnie Morze Pó³nocne;;Âîñòî÷íîå Ñåâåðíîå ìîðå;;;X
AREA_EAST_SEA_OF_OKHOTSK;East Sea of Okhotsk;Mer orientale d’Okhotsk ;Mar di Okhotsk orientale;Mar de Ojotsk oriental;Östl. Ochotskisch. Meer;Wschodnie Morze Ochockie;;Âîñòî÷íîå Îõîòñêîå ìîðå;;;X
AREA_EASTERN_SOLOMONS;Eastern Solomons;Iles Salomon orientales;Solomone orientali;Salomón orientales;Östliche Salomonen;Wschodnie Wyspy Salomona;;Âîñòî÷íûå Ñîëîìîíîâû î-âà;;;X
AREA_ENGLISH_CHANNEL;English Channel;Manche;La Manica;Canal de la Mancha;Ärmelkanal;Kana³ La Manche;;Ëà-Ìàíø;;;X
AREA_FAROES_GAP;Faroes Gap;Détroit des îles Féroé;Canale delle Faroe;Estrecho de las Feroe;Island-Färoer-Rücken;Cieœnina Owcza ;;Ôàðåðñêèé ïðîëèâ;;;X
AREA_FIJI_BASIN;Fiji Basin;Bassin des îles Fiji;Bacino delle Figi;Cuenca de las Fiji;Fidschi-Becken;Basen Fid¿i;;Êîòëîâèíà Ôèäæè;;;X
AREA_FLORES_SEA;Flores Sea;Mer de Flores;Mar di Flores;Mar de las Flores;Floressee;Morze Flores;;ìîðå Ôëîðåñ;;;X
AREA_FLORIDA_STRAIT;Florida Strait;Détroit de Floride;Stretto della Florida;Estrecho de Florida;Florida-Straße;Cieœnina Florydzka;;Ôëîðèäñêèé ïðîëèâ;;;X
AREA_GILBERTS;Gilberts;Iles Gilbert;Gilberti;Islas Gilbert;Gilbertinseln;Wyspy Gilberta;;Îñòðîâà Ãèëáåðòà;;;X
AREA_GREENLAND_COAST;Greenland Coast;Côte du Groenland;Costa della Groenlandia;Costa de Groenlandia;Küste von Grönland;Wybrze¿e Grenlandii;;Ïîáåðåæüå Ãðåíëàíäèè;;;X
AREA_GULF_OF_ALASKA;Gulf of Alaska;Golfe de l’Alaska;Golfo di Alaska;Golfo de Alaska;Golf von Alaska;Zatoka Alaska;;Çàëèâ Àëÿñêà;;;X
AREA_GULF_OF_GUINEA;Gulf of Guinea;Golfe de Guinée;Golfo di Guinea;Golfo de Guinea;Golf von Guinea;Zatoka Gwinejska;;Ãâèíåéñêèé çàëèâ;;;X
AREA_GULF_OF_SIAM;Gulf of Siam;Golfe de Siam;Golfo di Siam;Golfo de Siam;Golf von Siam;Zatoka Syjamska;;Ñèàìñêèé çàëèâ;;;X
AREA_HAWAIIAN_RISE;Hawaiian Rise;Côte hawaïenne;Promontorio delle Hawaii;Farallón de Hawái;Hawaiirücken;Grzbiet Hawajski;;Ãàâàéñêèé õðåáåò;;;X
AREA_HEBREIDES;The Hebrides;Les Hébrides;Le Ebridi;Las Hébridas;Hebriden;Hebrydy;;Ãåáðèäû;;;X
AREA_HORN_OF_AFRICA;Horn of Africa;Corne de l’Afrique;Corno d'Africa;Cuerno de África;Horn von Afrika;Przyl¹dek Horn;;Àôðèêàíñêèé Ðîã;;;X
AREA_HUDSON_BAY;Hudson Bay;Baie d’Hudson;Baia di Hudson;Bahía de Hudson;Hudson Bay;Zatoka Hudsona;;Ãóäçîíîâ çàëèâ;;;X
AREA_IONIAN_SEA;Ionian Sea;Mer Ionienne;Mar Ionio;Mar Jónico;Ionisches Meer;Morze Joñskie;;Èîíè÷åñêîå ìîðå;;;X
AREA_IRISH_SEA;Irish Sea;Mer d’Irlande;Mar d'Irlanda;Mar de Irlanda;Irisches Meer;Morze Irlandzkie;;Èðëàíäñêîå ìîðå;;;X
AREA_IRISH_WEST_COAST;Irish West Coast;Côte ouest de l’Irlande;Costa occidentale irlandese;Costa occidental de Irlanda;Westküste von Irland;Zachodnie wybrze¿e Irlandii;;Çàïàäíîå ïîáåðåæüå Èðëàíäèè;;;X
AREA_JAVA_RIDGE;Java Ridge;Dorsale de Java;Dorsale di Giava;Dorsal de Java;Javarücken;Grzbiet Jawajski;;ßâàíñêèé õðåáåò;;;X
AREA_JAVA_TRENCH;Java Trench;Fosse de Java;Fossa di Giava;Fosa de Java;Sundagraben;Rów Jawajski;;Çîíäñêèé æåëîá;;;X
AREA_KATTEGAT;Kattegat;Kattegat;Kattegat;Kattegat;Kattegatt;Cieœnina Kattegat;;Êàòòåãàò;;;X
AREA_LINE_ISLANDS;Line Islands;Iles de Line;Isole equatoriali;Islas de Kiribati;Line-Inseln;Wyspy Line;;î-âà Ëàéí;;;X
AREA_LUZON_STRAIT;Luzon Strait;Détroit de Luçon;Stretto di Luzon;Estrecho de Luzón;Luzon-Straße;Cieœnina Luzon;;Ëóñîíñêèé ïðîëèâ;;;X
AREA_MALACCA_STRAIT;Malacca Strait;Détroit de Malacca;Stretto di Malacca;Estrecho de Malaca;Malacca-Straße;Cieœnina Malakka;;Ìîëóêêñêèé ïðîëèâ;;;X
AREA_MARIANA_TRENCH;Mariana Trench;Fosse des îles Mariannes;Fossa della Marianne;Fosa de las Marianas;Marianengraben;Rów Mariañski;;Ìàðèàíñêèé æåëîá;;;X
AREA_MARIANAS;Marianas;Iles Mariannes;Mariane;Las Marianas;Marianen;Mariany;;Ìàðèàíñêèå î-âà;;;X
